Country Code,year,projects_total,projects_with_amount,usd_const_2021_sum,share_amount_estimated,amount_coverage,log1p_usd_const_2021,cumulative_inv,treat_year,treat_500m,post_500m,rel_time
ECU,2020,49,33,61879197.231446855,0.4693877551020408,0.673469387755102,17.94069462675661,26556072430.749268,2009.0,1,1,11.0
ECU,2021,17,3,12607570.0,0.1176470588235294,0.1764705882352941,16.34980806448567,26568680000.749268,2009.0,1,1,12.0
EGY,2002,2,2,19057077.193355568,0.0,1.0,16.762949149232472,19057077.193355568,2012.0,1,0,-10.0
EGY,2003,2,1,2943137.33935813,0.0,0.5,14.894987032348748,22000214.532713696,2012.0,1,0,-9.0
EGY,2004,3,2,30269903.77799138,0.0,0.6666666666666666,17.225664535237797,52270118.31070508,2012.0,1,0,-8.0
EGY,2005,2,1,34438089.8901709,0.0,0.5,17.354673803065477,86708208.20087598,2012.0,1,0,-7.0
EGY,2006,1,1,8920580.59486001,0.0,1.0,16.003871703648176,95628788.79573599,2012.0,1,0,-6.0
EGY,2007,2,1,753891.776428437,0.0,0.5,13.533005430549482,96382680.57216443,2012.0,1,0,-5.0
EGY,2008,1,1,15423.7500644348,0.0,1.0,9.64372864536418,96398104.32222886,2012.0,1,0,-4.0
EGY,2009,7,5,166157331.60983315,0.0,0.7142857142857143,18.928445684260723,262555435.93206203,2012.0,1,0,-3.0
EGY,2010,3,2,1531999.629375864,0.0,0.6666666666666666,14.242085040102344,264087435.56143788,2012.0,1,0,-2.0
EGY,2011,3,2,16648214.48541462,0.0,0.6666666666666666,16.627813590593572,280735650.04685247,2012.0,1,0,-1.0
EGY,2012,5,4,489694550.7329922,0.0,0.8,20.009292390886724,770430200.7798446,2012.0,1,1,0.0
EGY,2013,1,0,,0.0,0.0,0.0,,2012.0,1,1,1.0
EGY,2014,2,1,117214.207115881,0.0,0.5,11.67176690125626,770547414.9869605,2012.0,1,1,2.0
EGY,2015,2,2,117584175.20011222,0.0,1.0,18.582665028253817,888131590.1870728,2012.0,1,1,3.0
EGY,2016,7,7,2178845883.7503204,0.0,1.0,21.502061162895117,3066977473.937393,2012.0,1,1,4.0
EGY,2017,14,13,4829059596.545017,0.1428571428571428,0.9285714285714286,22.29791758535309,7896037070.48241,2012.0,1,1,5.0
EGY,2018,9,9,2987539029.077261,0.0,1.0,21.81771581857971,10883576099.559671,2012.0,1,1,6.0
EGY,2019,7,5,3530596694.736648,0.0,0.7142857142857143,21.984732729226156,14414172794.29632,2012.0,1,1,7.0
EGY,2020,12,10,5947522.973418588,0.4166666666666667,0.8333333333333334,15.598485551990738,14420120317.269737,2012.0,1,1,8.0
EGY,2021,9,8,975254545.4545,0.4444444444444444,0.8888888888888888,20.69820906817509,15395374862.724237,2012.0,1,1,9.0
ERI,2000,2,1,24801200.057924,0.0,0.5,17.026402639717528,24801200.057924,2011.0,1,0,-11.0
ERI,2001,2,1,7543613.30223992,0.0,0.5,15.83621197556212,32344813.36016392,2011.0,1,0,-10.0
ERI,2002,2,1,5998691.76480876,0.0,0.5,15.607052130922789,38343505.12497268,2011.0,1,0,-9.0
ERI,2003,5,2,12180318.70189268,0.0,0.4,16.3153320680044,50523823.82686536,2011.0,1,0,-8.0
ERI,2004,1,0,,0.0,0.0,0.0,,2011.0,1,0,-7.0
ERI,2005,2,1,15892031.2041485,0.0,0.5,16.58132842235231,66415855.03101386,2011.0,1,0,-6.0
ERI,2006,1,1,42309039.3927646,0.0,1.0,17.560511342050596,108724894.42377846,2011.0,1,0,-5.0
ERI,2007,5,5,257160100.9028618,0.0,1.0,19.36520941350017,365884995.32664025,2011.0,1,0,-4.0
ERI,2008,4,0,,0.0,0.0,0.0,,2011.0,1,0,-3.0
ERI,2009,3,2,20922005.64181586,0.0,0.6666666666666666,16.85631211234186,386807000.96845615,2011.0,1,0,-2.0
ERI,2010,3,2,91919977.76255184,0.0,0.6666666666666666,18.33642896046201,478726978.731008,2011.0,1,0,-1.0
ERI,2011,5,2,151275262.3049763,0.0,0.4,18.834611671042797,630002241.0359843,2011.0,1,1,0.0
ERI,2012,5,3,193968991.6046637,0.0,0.6,19.083208872318394,823971232.640648,2011.0,1,1,1.0
ERI,2013,5,1,120699911.084312,0.0,0.2,18.608817957685652,944671143.72496,2011.0,1,1,2.0
ERI,2014,2,2,141501859.0753185,0.0,1.0,18.767823420369776,1086173002.8002784,2011.0,1,1,3.0
ERI,2015,3,2,109370916.11281145,0.0,0.6666666666666666,18.510255572691005,1195543918.91309,2011.0,1,1,4.0
ERI,2016,4,2,52689731.98636187,0.0,0.5,17.77993117453858,1248233650.8994517,2011.0,1,1,5.0
ERI,2017,6,1,682114.564101332,0.0,0.1666666666666666,13.4329543712997,1248915765.4635532,2011.0,1,1,6.0
ERI,2018,19,3,1762940952.168546,0.0,0.1578947368421052,21.29024924755427,3011856717.632099,2011.0,1,1,7.0
ERI,2019,16,0,,0.0,0.0,0.0,,2011.0,1,1,8.0
ERI,2021,1,0,,0.0,0.0,0.0,,2011.0,1,1,10.0
ETH,2000,2,2,575294.3459038662,0.0,1.0,13.262638832959226,575294.3459038662,2007.0,1,0,-7.0
ETH,2001,4,4,347157084.1690813,0.0,1.0,19.665287930487423,347732378.51498514,2007.0,1,0,-6.0
ETH,2002,2,2,5079180.26550298,0.0,1.0,15.4406606383576,352811558.78048813,2007.0,1,0,-5.0
ETH,2003,3,2,35124692.93057393,0.0,0.6666666666666666,17.374414971859903,387936251.7110621,2007.0,1,0,-4.0
ETH,2005,6,3,902599.570179658,0.0,0.5,13.713035398082855,388838851.2812417,2007.0,1,0,-2.0
ETH,2006,13,8,93662013.89336573,0.0,0.6153846153846154,18.355203274336507,482500865.17460746,2007.0,1,0,-1.0
ETH,2007,7,6,2966559426.1732187,0.0,0.8571428571428571,21.810668676219176,3449060291.347826,2007.0,1,1,0.0
ETH,2008,21,17,363344626.3889408,0.0,0.8095238095238095,19.71086232859296,3812404917.736767,2007.0,1,1,1.0
ETH,2009,13,5,737680927.5530388,0.0,0.3846153846153846,20.41902194294212,4550085845.289805,2007.0,1,1,2.0
ETH,2010,13,11,1917689053.138001,0.0,0.8461538461538461,21.374386680420187,6467774898.427807,2007.0,1,1,3.0
ETH,2011,23,18,1348991576.315393,0.0,0.782608695652174,21.022623170501976,7816766474.743199,2007.0,1,1,4.0
ETH,2012,12,11,238717343.29206637,0.0,0.9166666666666666,19.29079075013589,8055483818.035266,2007.0,1,1,5.0
ETH,2013,20,13,5872508463.202027,0.0,0.65,22.493547715824874,13927992281.237293,2007.0,1,1,6.0
ETH,2014,12,10,1271279065.877024,0.0,0.8333333333333334,20.963289369865667,15199271347.114317,2007.0,1,1,7.0
ETH,2015,13,8,832856954.2540209,0.0,0.6153846153846154,20.540372463001013,16032128301.368338,2007.0,1,1,8.0
ETH,2016,17,10,982765617.9904023,0.0,0.5882352941176471,20.70588121528714,17014893919.35874,2007.0,1,1,9.0
ETH,2017,18,9,993719543.6472071,0.0,0.5,20.716965576567297,18008613463.005947,2007.0,1,1,10.0
ETH,2018,17,7,3221566833.584777,0.0588235294117647,0.4117647058823529,21.89313367274552,21230180296.590725,2007.0,1,1,11.0
ETH,2019,10,5,61253079.00004293,0.0,0.5,17.930524691839814,21291433375.590767,2007.0,1,1,12.0
ETH,2020,23,19,15259963.517482707,0.2608695652173913,0.8260869565217391,16.540743258620157,21306693339.10825,2007.0,1,1,13.0
ETH,2021,12,9,69302799.99097422,0.5833333333333334,0.75,18.05399588168351,21375996139.099224,2007.0,1,1,14.0
FJI,2000,1,1,19248.4254659646,0.0,1.0,9.865236493346616,19248.4254659646,2012.0,1,0,-12.0
FJI,2001,1,1,301744.532089597,0.0,1.0,12.61733933218768,320992.9575555616,2012.0,1,0,-11.0
FJI,2002,2,1,332172.778129168,0.0,0.5,12.713413539057823,653165.7356847296,2012.0,1,0,-10.0
FJI,2003,2,2,613069.5451586242,0.0,1.0,13.32623529012178,1266235.2808433538,2012.0,1,0,-9.0
FJI,2004,4,3,11350748.24454432,0.0,0.75,16.244794312448125,12616983.525387675,2012.0,1,0,-8.0
FJI,2005,1,1,2170233.34961414,0.0,1.0,14.590345714899469,14787216.875001814,2012.0,1,0,-7.0
FJI,2006,6,5,44536766.51071509,0.0,0.8333333333333334,17.611825642187085,59323983.3857169,2012.0,1,0,-6.0
FJI,2007,7,4,4001846.243390778,0.0,0.5714285714285714,15.202266623330049,63325829.629107684,2012.0,1,0,-5.0
FJI,2008,3,2,6098343.6877962,0.0,0.6666666666666666,15.623527929661671,69424173.31690389,2012.0,1,0,-4.0
FJI,2009,10,8,111813196.3588651,0.0,0.8,18.53234015607337,181237369.67576897,2012.0,1,0,-3.0
FJI,2010,13,10,202897740.86673528,0.0,0.7692307692307693,19.12821267544252,384135110.54250425,2012.0,1,0,-2.0
FJI,2011,13,5,6423935.0846419,0.0,0.3846153846153846,15.675541585095026,390559045.6271461,2012.0,1,0,-1.0
FJI,2012,7,4,126870835.02030642,0.0,0.5714285714285714,18.65868008767737,517429880.6474526,2012.0,1,1,0.0
FJI,2013,7,5,17268534.297971953,0.0,0.7142857142857143,16.664396634596304,534698414.94542456,2012.0,1,1,1.0
FJI,2014,14,7,3160417.315667266,0.0,0.5,14.966214955177568,537858832.2610918,2012.0,1,1,2.0
FJI,2015,13,8,28633949.1146785,0.0,0.6153846153846154,17.170103638729994,566492781.3757703,2012.0,1,1,3.0
FJI,2016,14,5,10481433.861664064,0.0,0.3571428571428571,16.165116141766187,576974215.2374344,2012.0,1,1,4.0
FJI,2017,13,7,31055625.285358846,0.0,0.5384615384615384,17.251290550745587,608029840.5227932,2012.0,1,1,5.0
FJI,2018,15,6,14472660.47513751,0.0,0.4,16.487772012249977,622502500.9979308,2012.0,1,1,6.0
FJI,2019,9,3,16826581.312212653,0.0,0.3333333333333333,16.63847047437547,639329082.3101434,2012.0,1,1,7.0
FJI,2020,15,11,2316041.814510858,0.0,0.7333333333333333,14.655370603907803,641645124.1246542,2012.0,1,1,8.0
FJI,2021,11,7,1704099.19,0.0,0.6363636363636364,14.348547781591282,643349223.3146542,2012.0,1,1,9.0
FSM,2001,1,0,,0.0,0.0,0.0,,,0,0,
FSM,2002,3,1,74983.6470601095,0.0,0.3333333333333333,11.225038665698136,74983.6470601095,,0,0,
FSM,2003,1,0,,0.0,0.0,0.0,,,0,0,
FSM,2004,2,1,1890451.2611659,0.0,0.5,14.45232665003232,1965434.9082260095,,0,0,
FSM,2005,12,10,10838342.784138815,0.0,0.8333333333333334,16.198600754861516,12803777.692364825,,0,0,
FSM,2006,8,5,11964631.801996704,0.0,0.625,16.29746558950949,24768409.494361527,,0,0,
FSM,2007,18,13,22720194.18970519,0.0,0.7222222222222222,16.9387647428765,47488603.68406672,,0,0,
FSM,2008,12,7,1312740.7562800888,0.0,0.5833333333333334,14.087628451747072,48801344.44034681,,0,0,
FSM,2009,12,10,5649931.75864568,0.0,0.8333333333333334,15.547154201927146,54451276.19899249,,0,0,
FSM,2010,2,0,,0.0,0.0,0.0,,,0,0,
FSM,2011,3,1,1902496.75988439,0.0,0.3333333333333333,14.458678191258358,56353772.95887688,,0,0,
FSM,2012,3,3,12399663.862468733,0.0,1.0,16.33318000298976,68753436.82134561,,0,0,
FSM,2013,3,1,11062623.3122562,0.0,0.3333333333333333,16.21908280550128,79816060.13360181,,0,0,
FSM,2014,2,1,221419.046281697,0.0,0.5,12.307816838435643,80037479.17988351,,0,0,
FSM,2015,8,5,7715597.206163455,0.0,0.625,15.858754578837438,87753076.38604696,,0,0,
FSM,2016,12,5,17263244.172816977,0.0,0.4166666666666667,16.664090242911644,105016320.55886394,,0,0,
FSM,2017,14,5,18085800.868157912,0.0,0.3571428571428571,16.710637761238477,123102121.42702186,,0,0,
FSM,2018,2,1,217969.949575735,0.0,0.5,12.292117074064576,123320091.37659758,,0,0,
FSM,2019,10,5,27261947.039005924,0.0,0.5,17.121002443124972,150582038.41560352,,0,0,
FSM,2020,16,12,28372711.314401545,0.125,0.75,17.160938407234607,178954749.73000506,,0,0,
FSM,2021,9,2,25150000.0,0.0,0.2222222222222222,17.04036849427145,204104749.73000506,,0,0,
GAB,2000,1,1,15500750.0362025,0.0,1.0,16.556399034664167,15500750.0362025,2008.0,1,0,-8.0
GAB,2001,4,2,19746527.6777249,0.0,0.5,16.79848827071008,35247277.7139274,2008.0,1,0,-7.0
GAB,2002,1,1,845530.707965157,0.0,1.0,13.64772094864616,36092808.42189255,2008.0,1,0,-6.0
GAB,2003,2,0,,0.0,0.0,0.0,,2008.0,1,0,-5.0
GAB,2004,1,0,,0.0,0.0,0.0,,2008.0,1,0,-4.0
GAB,2005,2,1,794601.560207425,0.0,0.5,13.58559734436528,36887409.98209998,2008.0,1,0,-3.0
GAB,2006,1,1,12743686.5640857,0.0,1.0,16.36054661395681,49631096.54618568,2008.0,1,0,-2.0
GAB,2007,7,2,7169412.996033677,0.0,0.2857142857142857,15.78533447925437,56800509.542219356,2008.0,1,0,-1.0
GAB,2008,5,3,570677633.6954502,0.0,0.6,20.16233504548976,627478143.2376696,2008.0,1,1,0.0
GAB,2009,3,2,196573688.1913588,0.0,0.6666666666666666,19.09654792758286,824051831.4290284,2008.0,1,1,1.0
GAB,2010,8,5,172298129.82850704,0.0,0.625,18.96473685308474,996349961.2575355,2008.0,1,1,2.0
GAB,2011,4,3,327969568.66425323,0.0,0.75,19.60843138663065,1324319529.9217887,2008.0,1,1,3.0
GAB,2013,3,3,752502549.5096322,0.0,1.0,20.43891494396313,2076822079.4314208,2008.0,1,1,5.0
GAB,2014,2,0,,0.0,0.0,0.0,,2008.0,1,1,6.0
GAB,2015,7,5,400820816.9988597,0.2857142857142857,0.7142857142857143,19.80902504750096,2477642896.4302807,2008.0,1,1,7.0
GAB,2016,6,4,293211753.49671954,0.0,0.6666666666666666,19.496405617543974,2770854649.927,2008.0,1,1,8.0
GAB,2017,6,0,,0.0,0.0,0.0,,2008.0,1,1,9.0
GAB,2018,10,2,63538498.2464056,0.0,0.2,17.967156567489972,2834393148.1734056,2008.0,1,1,10.0
GAB,2019,2,1,40481355.4047153,0.0,0.5,17.516352090403725,2874874503.578121,2008.0,1,1,11.0
GAB,2020,7,2,56978800.34086393,0.1428571428571428,0.2857142857142857,17.858189850323893,2931853303.918985,2008.0,1,1,12.0
GAB,2021,5,5,26164705.8823529,0.8,1.0,17.079921995063852,2958018009.8013377,2008.0,1,1,13.0
GEO,2000,2,1,930045.002172153,0.0,0.5,13.74298932860734,930045.002172153,2018.0,1,0,-18.0
GEO,2001,4,4,67068774.89761052,0.0,1.0,18.021229156792774,67998819.89978267,2018.0,1,0,-17.0
GEO,2002,2,2,1961065.3658586775,0.0,1.0,14.488998947471035,69959885.26564135,2018.0,1,0,-16.0
GEO,2004,2,2,2457789.47507758,0.0,1.0,14.71477332343965,72417674.74071893,2018.0,1,0,-14.0
GEO,2005,1,1,5297343.73471617,0.0,1.0,15.48271625953342,77715018.4754351,2018.0,1,0,-13.0
GEO,2006,1,1,5097474.62563429,0.0,1.0,15.444255999787984,82812493.10106939,2018.0,1,0,-12.0
GEO,2008,2,1,4387228.38286815,0.0,0.5,15.294208465735652,87199721.48393755,2018.0,1,0,-10.0
GEO,2009,1,1,4397303.15370032,0.0,1.0,15.296502218774998,91597024.63763785,2018.0,1,0,-9.0
GEO,2010,2,1,4114960.33893071,0.0,0.5,15.230139996892602,95711984.97656856,2018.0,1,0,-8.0
GEO,2011,1,1,11414980.5593063,0.0,1.0,16.25043722246565,107126965.53587487,2018.0,1,0,-7.0
GEO,2012,3,3,102748471.6448624,0.0,1.0,18.447794546459946,209875437.18073726,2018.0,1,0,-6.0
GEO,2013,2,1,5503792.69266482,0.0,0.5,15.52094817472871,215379229.8734021,2018.0,1,0,-5.0
GEO,2014,5,3,224867533.8075557,0.0,0.6,19.23102205260803,440246763.6809578,2018.0,1,0,-4.0
GEO,2015,3,1,4642402.47658825,0.0,0.3333333333333333,15.350742780735612,444889166.15754604,2018.0,1,0,-3.0
GEO,2016,3,2,16565806.644476932,0.0,0.6666666666666666,16.622851348608304,461454972.802023,2018.0,1,0,-2.0
GEO,2017,2,2,25811504.40658124,0.0,1.0,17.066330896479005,487266477.2086042,2018.0,1,0,-1.0
GEO,2018,1,1,54492487.3939338,0.0,1.0,17.81357342250013,541758964.602538,2018.0,1,1,0.0
GEO,2019,4,2,38833293.785758704,0.0,0.5,17.47478854966002,580592258.3882967,2018.0,1,1,1.0
GEO,2020,3,2,1121080.9829964698,0.3333333333333333,0.6666666666666666,13.9298048331861,581713339.3712932,2018.0,1,1,2.0
GHA,2000,4,4,92825611.81529772,0.0,1.0,18.346233159840235,92825611.81529772,2006.0,1,0,-6.0
GHA,2001,1,0,,0.0,0.0,0.0,,2006.0,1,0,-5.0
GHA,2002,3,3,140469365.49260485,0.0,1.0,18.76049999088452,233294977.30790257,2006.0,1,0,-4.0
GHA,2003,4,3,104970661.68753666,0.0,0.75,18.469191466105677,338265638.99543923,2006.0,1,0,-3.0
GHA,2004,4,2,157157.9964101771,0.0,0.5,11.965013287867947,338422796.9918494,2006.0,1,0,-2.0
GHA,2005,2,2,3040546.281850854,0.0,1.0,14.927548084104124,341463343.27370024,2006.0,1,0,-1.0
GHA,2006,7,3,226056095.92605755,0.0,0.4285714285714285,19.236293742922925,567519439.1997578,2006.0,1,1,0.0
GHA,2007,6,5,636475492.8845785,0.0,0.8333333333333334,20.271456473860884,1203994932.0843363,2006.0,1,1,1.0
GHA,2008,8,5,1421769011.6759071,0.0,0.625,21.07516771678968,2625763943.7602434,2006.0,1,1,2.0
GHA,2009,6,5,120903205.37256402,0.3333333333333333,0.8333333333333334,18.61050083609823,2746667149.1328073,2006.0,1,1,3.0
GHA,2010,7,4,545554351.9384981,0.1428571428571428,0.5714285714285714,20.117312997024477,3292221501.0713053,2006.0,1,1,4.0
GHA,2011,14,10,295796574.9578968,0.0,0.7142857142857143,19.505182532642863,3588018076.0292025,2006.0,1,1,5.0
GHA,2012,11,10,1588909359.9738004,0.1818181818181818,0.9090909090909092,21.18631368132201,5176927436.003002,2006.0,1,1,6.0
GHA,2013,8,4,316267731.3393205,0.0,0.5,19.572099667072276,5493195167.342323,2006.0,1,1,7.0
GHA,2014,8,6,192590910.3550671,0.25,0.75,19.076078866988823,5685786077.697391,2006.0,1,1,8.0
GHA,2015,9,3,23923735.47586439,0.0,0.3333333333333333,16.9903816820326,5709709813.173255,2006.0,1,1,9.0
GHA,2016,13,8,833710429.9682038,0.0769230769230769,0.6153846153846154,20.54139669495929,6543420243.1414585,2006.0,1,1,10.0
GHA,2017,15,5,590719084.8550099,0.1333333333333333,0.3333333333333333,20.19685114232771,7134139327.996469,2006.0,1,1,11.0
GHA,2018,33,25,1024267688.9344645,0.0606060606060606,0.7575757575757576,20.74724374535216,8158407016.930933,2006.0,1,1,12.0
GHA,2019,17,11,1176104140.4318216,0.1176470588235294,0.6470588235294118,20.88547323814133,9334511157.362755,2006.0,1,1,13.0
GHA,2020,27,21,989479139.3898776,0.4074074074074074,0.7777777777777778,20.712689241824485,10323990296.752632,2006.0,1,1,14.0
GHA,2021,5,4,108151301.94594596,0.4,0.8,18.49904175787233,10432141598.698578,2006.0,1,1,15.0
GIN,2000,1,0,,0.0,0.0,0.0,,2012.0,1,0,-12.0
GIN,2001,1,1,188293058.26857,0.0,1.0,19.053510132982925,188293058.26857,2012.0,1,0,-11.0
GIN,2002,2,1,14996729.4120219,0.0,0.5,16.523342762775147,203289787.6805919,2012.0,1,0,-10.0
GIN,2003,1,0,,0.0,0.0,0.0,,2012.0,1,0,-9.0
GIN,2004,4,2,103620443.88083626,0.0,0.5,18.456245212729428,306910231.5614282,2012.0,1,0,-8.0
GIN,2005,1,1,97660500.7326367,0.0,1.0,18.397007754129508,404570732.2940649,2012.0,1,0,-7.0
GIN,2006,7,6,29921867.14256097,0.0,0.8571428571428571,17.214100147041204,434492599.43662584,2012.0,1,0,-6.0
GIN,2007,6,3,33299451.85346194,0.0,0.5,17.321051523988714,467792051.2900878,2012.0,1,0,-5.0
GIN,2008,5,1,15245859.2194905,0.0,0.2,16.53981856314847,483037910.5095783,2012.0,1,0,-4.0
GIN,2009,2,0,,0.0,0.0,0.0,,2012.0,1,0,-3.0
GIN,2011,2,1,570749.027965319,0.0,0.5,13.254706613389532,483608659.5375436,2012.0,1,0,-1.0
GIN,2012,5,1,824234737.663943,0.0,0.2,20.529965924323346,1307843397.2014866,2012.0,1,1,0.0
GIN,2013,4,2,433899259.7998197,0.0,0.5,19.888322947148367,1741742657.0013063,2012.0,1,1,1.0
GIN,2014,16,5,246865937.1977956,0.0,0.3125,19.324355986911733,1988608594.199102,2012.0,1,1,2.0
GIN,2015,11,3,89413420.68110147,0.0,0.2727272727272727,18.308781359536358,2078022014.8802032,2012.0,1,1,3.0
GIN,2016,2,0,,0.0,0.0,0.0,,2012.0,1,1,4.0
GIN,2017,10,2,22595044.93585652,0.0,0.2,16.933241233835254,2100617059.8160598,2012.0,1,1,5.0
GIN,2018,15,7,2226233844.8086205,0.2666666666666666,0.4666666666666667,21.523577136307622,4326850904.6246805,2012.0,1,1,6.0
GIN,2019,5,1,33706938.3678641,0.0,0.2,17.333214290085166,4360557842.992544,2012.0,1,1,7.0
GIN,2020,6,2,927525982.7259196,0.1666666666666666,0.3333333333333333,20.64803136685229,5288083825.718464,2012.0,1,1,8.0
GIN,2021,8,3,9000000.0,0.375,0.375,16.012735246411598,5297083825.718464,2012.0,1,1,9.0
GMB,2016,2,1,53308920.5134231,0.0,0.5,17.791614258120156,53308920.5134231,,0,0,
GMB,2017,12,5,144024541.65403527,0.0833333333333333,0.4166666666666667,18.78549427811533,197333462.16745836,,0,0,
GMB,2018,8,2,1516714.914724424,0.125,0.25,14.232057972978716,198850177.08218277,,0,0,
GMB,2019,12,4,5100767.415779261,0.0,0.3333333333333333,15.444901756105644,203950944.49796203,,0,0,
GMB,2020,17,4,327343.85007120407,0.1176470588235294,0.2352941176470588,12.698769481566485,204278288.34803325,,0,0,
GMB,2021,6,5,9424322.097109824,0.3333333333333333,0.8333333333333334,16.058804468783876,213702610.44514307,,0,0,
GNB,2000,1,0,,0.0,0.0,0.0,,,0,0,
GNB,2001,1,1,19065141.5381752,0.0,1.0,16.763372227677806,19065141.5381752,,0,0,
GNB,2002,4,2,17352115.04462242,0.0,0.5,16.66922501914643,36417256.58279762,,0,0,
GNB,2003,4,2,9997791.76100394,0.0,0.5,16.117874902695608,46415048.34380156,,0,0,
GNB,2004,5,3,14444161.531718189,0.2,0.6,16.485800913858284,60859209.87551975,,0,0,
GNB,2005,4,4,5033794.143789886,0.0,1.0,15.431684759330064,65893004.01930963,,0,0,
GNB,2006,4,1,812779.634102681,0.0,0.25,13.60821652936931,66705783.65341231,,0,0,
GNB,2007,5,2,30993222.67057929,0.0,0.4,17.24927914728323,97699006.3239916,,0,0,
GNB,2008,5,3,46652329.2116409,0.0,0.6,17.658233434956333,144351335.5356325,,0,0,
GNB,2009,5,2,13622750.49463684,0.0,0.4,16.427251856978415,157974086.03026935,,0,0,
GNB,2010,4,2,3111508.4415812204,0.0,0.5,14.950618517401468,161085594.47185057,,0,0,
GNB,2011,2,1,855808.330777086,0.0,0.5,13.659802885893365,161941402.80262765,,0,0,
GNB,2012,2,0,,0.0,0.0,0.0,,,0,0,
GNB,2013,4,3,9494773.902706,0.0,0.75,16.06625219501818,171436176.70533365,,0,0,
GNB,2014,5,1,179679.273658014,0.0,0.2,12.09893429300102,171615855.97899166,,0,0,
GNB,2015,5,4,7203051.579456757,0.0,0.8,15.79001546350566,178818907.55844843,,0,0,
GNB,2016,7,2,35438304.9048543,0.0,0.2857142857142857,17.38330388077685,214257212.46330273,,0,0,
GNB,2017,4,1,27114053.9230279,0.0,0.25,17.115562783252965,241371266.3863306,,0,0,
GNB,2018,11,3,36509966.55393553,0.0,0.2727272727272727,17.413095864941628,277881232.94026613,,0,0,
GNB,2019,9,2,7788448.952637553,0.0,0.2222222222222222,15.868152418925694,285669681.8929037,,0,0,
GNB,2020,8,3,334336.3250346911,0.375,0.375,12.719905717490905,286004018.21793836,,0,0,
GNB,2021,13,4,14700000.0,0.2307692307692307,0.3076923076923077,16.503358119776173,300704018.21793836,,0,0,
GNQ,2000,1,0,,0.0,0.0,0.0,,2007.0,1,0,-7.0
GNQ,2001,4,2,131365522.5745045,0.0,0.5,18.69349425192035,131365522.5745045,2007.0,1,0,-6.0
GNQ,2002,1,1,14996729.4120219,0.0,1.0,16.523342762775147,146362251.9865264,2007.0,1,0,-5.0
GNQ,2003,2,1,25016667.3845441,0.0,0.5,17.035052896044952,171378919.3710705,2007.0,1,0,-4.0
GNQ,2004,1,1,8568033.8548322,0.0,1.0,15.963548959125747,179946953.2259027,2007.0,1,0,-3.0
GNQ,2005,4,2,19928607.13000219,0.0,0.5,16.80766685181754,199875560.35590488,2007.0,1,0,-2.0
GNQ,2006,3,1,34786968.3395947,0.0,0.3333333333333333,17.364753430358423,234662528.6954996,2007.0,1,0,-1.0
GNQ,2007,12,7,1064966553.318986,0.0833333333333333,0.5833333333333334,20.786209231219352,1299629082.0144856,2007.0,1,1,0.0
GNQ,2008,7,2,175199534.1487694,0.0,0.2857142857142857,18.981436083202595,1474828616.1632552,2007.0,1,1,1.0
GNQ,2009,12,6,1455925781.4668071,0.0,0.5,21.09890781184122,2930754397.630062,2007.0,1,1,2.0
GNQ,2010,10,6,1505033437.7130566,0.0,0.6,21.13208095331441,4435787835.343119,2007.0,1,1,3.0
GNQ,2011,11,3,473647757.5775234,0.0,0.2727272727272727,19.975974478040957,4909435592.920642,2007.0,1,1,4.0
GNQ,2012,9,2,591758273.194625,0.0,0.2222222222222222,20.19860878884553,5501193866.115267,2007.0,1,1,5.0
GNQ,2013,4,2,438640574.14688,0.0,0.5,19.899190900264024,5939834440.262147,2007.0,1,1,6.0
GNQ,2014,4,1,110709.523140848,0.0,0.25,11.614674174168409,5939945149.785288,2007.0,1,1,7.0
GNQ,2015,8,3,934893327.4994892,0.0,0.375,20.655942993578204,6874838477.284778,2007.0,1,1,8.0
GNQ,2016,6,3,373554552.1959159,0.0,0.5,19.73857461129832,7248393029.480693,2007.0,1,1,9.0
GNQ,2017,8,5,759962891.5028255,0.0,0.625,20.448780164398464,8008355920.983519,2007.0,1,1,10.0
GNQ,2018,19,4,2206900.648814189,0.0,0.2105263157894736,14.607100120953731,8010562821.632333,2007.0,1,1,11.0
GNQ,2019,13,8,1225470702.2598026,0.0769230769230769,0.6153846153846154,20.92659085469793,9236033523.892136,2007.0,1,1,12.0
GNQ,2020,10,3,2242720.384494128,0.2,0.3,14.623200590224815,9238276244.27663,2007.0,1,1,13.0
GNQ,2021,11,7,27757050.187349185,0.3636363636363636,0.6363636363636364,17.139000462720993,9266033294.463978,2007.0,1,1,14.0
GRD,2005,23,22,79007047.77073406,0.0,0.9565217391304348,18.185047631396987,79007047.77073406,,0,0,
GRD,2006,6,5,114805123.31700373,0.0,0.8333333333333334,18.55874667776124,193812171.0877378,,0,0,
GRD,2007,3,2,8996321.91442048,0.0,0.6666666666666666,16.012326486750656,202808493.00215825,,0,0,
GRD,2008,5,3,2372876.8221505526,0.0,0.6,14.679614047430196,205181369.8243088,,0,0,
GRD,2010,5,2,2251798.513422627,0.0,0.4,14.6272402382674,207433168.33773145,,0,0,
GRD,2011,2,0,,0.0,0.0,0.0,,,0,0,
GRD,2012,6,6,75347936.33203831,0.0,1.0,18.13762710817023,282781104.66976976,,0,0,
GRD,2013,5,2,6379673.389606947,0.0,0.4,15.668627617906822,289160778.0593767,,0,0,
GRD,2014,8,3,233793.04968315,0.0,0.375,12.362195877239222,289394571.1090599,,0,0,
GRD,2015,5,0,,0.0,0.0,0.0,,,0,0,
