Country Code,year,projects_total,projects_with_amount,usd_const_2021_sum,share_amount_estimated,amount_coverage,log1p_usd_const_2021,cumulative_inv,treat_year,treat_500m,post_500m,rel_time
ALB,2010,4,2,1420581.474512165,0.0,0.5,14.16657753878959,115237481.92848963,,0,0,
ALB,2011,4,1,1902496.75988439,0.0,0.25,14.458678191258358,117139978.68837403,,0,0,
ALB,2012,2,1,93056.9510553887,0.0,0.5,11.440977707698575,117233035.6394294,,0,0,
ALB,2013,2,0,,0.0,0.0,0.0,,,0,0,
ALB,2014,1,0,,0.0,0.0,0.0,,,0,0,
ALB,2015,5,1,1785539.4140724,0.0,0.2,14.395231680357178,119018575.05350181,,0,0,
ALB,2016,4,2,1948893.773428291,0.0,0.5,14.48277298700052,120967468.8269301,,0,0,
ALB,2017,5,5,5939424.103635863,0.0,1.0,15.597122902755276,126906892.93056597,,0,0,
ALB,2018,6,1,169290.805999619,0.0,0.1666666666666666,12.039379167656492,127076183.73656559,,0,0,
ALB,2019,4,1,1258357.33306544,0.0,0.25,14.045318519136574,128334541.06963103,,0,0,
ALB,2020,3,1,163058.20234856,0.3333333333333333,0.3333333333333333,12.00186861843847,128497599.27197959,,0,0,
ALB,2021,3,0,,0.0,0.0,0.0,,,0,0,
ARG,2007,3,3,208872929.1007407,0.0,1.0,19.15723663507964,208872929.1007407,2010.0,1,0,-3.0
ARG,2009,1,0,,0.0,0.0,0.0,,2010.0,1,0,-1.0
ARG,2010,6,5,699217672.4118067,0.0,0.8333333333333334,20.36547265860487,908090601.5125474,2010.0,1,1,0.0
ARG,2011,3,3,246821640.38693663,0.0,1.0,19.32417653410469,1154912241.899484,2010.0,1,1,1.0
ARG,2012,4,4,2865995489.791501,0.0,1.0,21.77618159300555,4020907731.6909847,2010.0,1,1,2.0
ARG,2013,2,2,4051117.77079396,1.0,1.0,15.214503640637773,4024958849.4617786,2010.0,1,1,3.0
ARG,2014,12,11,8464611142.841263,0.0833333333333333,0.9166666666666666,22.859159914540907,12489569992.303041,2010.0,1,1,4.0
ARG,2015,8,6,10113829727.797585,0.125,0.75,23.037169604263514,22603399720.100624,2010.0,1,1,5.0
ARG,2016,12,11,822175959.9031875,0.25,0.9166666666666666,20.527464994471057,23425575680.003815,2010.0,1,1,6.0
ARG,2017,22,18,2508057289.881206,0.0909090909090909,0.8181818181818182,21.64277430271025,25933632969.885017,2010.0,1,1,7.0
ARG,2018,9,8,10386925964.060057,0.3333333333333333,0.8888888888888888,23.06381373351289,36320558933.945076,2010.0,1,1,8.0
ARG,2019,19,10,1252774542.6722832,0.1578947368421052,0.5263157894736842,20.948626563447977,37573333476.617355,2010.0,1,1,9.0
ARG,2020,51,37,162606700.62935102,0.4901960784313725,0.7254901960784313,18.906844969661314,37735940177.24671,2010.0,1,1,10.0
ARG,2021,16,13,101529300.77095498,0.25,0.8125,18.4358580021825,37837469478.01766,2010.0,1,1,11.0
ARM,2002,1,1,1509876.26422349,0.0,1.0,14.22753892351635,1509876.26422349,,0,0,
