Country Code,year,projects,usd_const_2021,share_amount_estimated,log1p_usd_const_2021
CUB,2011,3,5707490.27965319,0.0,15.557290129509877
CUB,2012,6,469649.423170338,0.0,13.059743916455659
CUB,2013,8,11844383.79799326,0.0,16.287364456530415
CUB,2014,13,199277141.6535272,0.0,19.11020709046498
CUB,2015,9,121498555.77604073,0.0,18.615412942287833
CUB,2016,14,3929471139.3537855,0.0,22.09177068388771
CUB,2017,14,324959360.27991426,0.0,19.599210690259934
CUB,2018,5,19181355.5626647,0.0,16.769449352898892
CUB,2019,3,128086365.797883,0.0,18.668215334957253
CUB,2020,6,1183869.5592706813,0.6666666666666666,13.984299763509378
CUB,2021,10,3018684.52,0.4,14.920332036320527
CUW,2014,1,0.0,0.0,0.0
CUW,2017,1,0.0,0.0,0.0
CUW,2018,2,0.0,0.0,0.0
CUW,2020,1,0.0,0.0,0.0
DJI,2001,2,6060036.01946607,0.0,15.617226466849623
DJI,2002,5,11669621.66878535,0.0,16.272499670302587
DJI,2003,8,73055784.68032786,0.0,18.106733894671898
DJI,2004,1,0.0,0.0,0.0
DJI,2005,2,0.0,0.0,0.0
DJI,2006,4,37164348.7693451,0.0,17.430860520208714
DJI,2007,6,13497437.757235745,0.0,16.418010503722982
DJI,2008,9,66258622.65170453,0.0,18.00907618268706
DJI,2009,2,14511100.407211,0.0,16.4904245287481
DJI,2011,9,11414980.55930636,0.0,16.250437222465653
DJI,2012,9,97393813.12180822,0.0,18.39427325655288
DJI,2013,9,992973279.9871532,0.0,20.71621431428304
DJI,2014,3,22141904.6281697,0.0,16.912982553273853
DJI,2015,2,27406125.4054221,0.0,17.12627713780422
DJI,2016,6,465795295.2033193,0.0,19.95925681704519
DJI,2017,6,283719736.8216118,0.0,19.463497470223334
DJI,2018,8,8010395.6469082665,0.0,15.896250836783345
DJI,2019,2,269655506.942913,0.0,19.412655805805958
DJI,2020,10,390892.950835589,0.0,12.876191576694792
DJI,2021,6,23400000.0,0.3333333333333333,16.96824662306297
DMA,2004,2,11160495.39724451,0.0,16.22789099396806
DMA,2005,6,31136260.703061715,0.0,17.253883669092545
DMA,2006,1,2496611.43920453,0.0,14.73044534664463
DMA,2007,2,2198556.46833952,0.0,14.60331200705646
DMA,2008,2,5671573.40893315,0.0,15.550977310692957
DMA,2009,3,57012461.849787645,0.0,17.858780448386668
DMA,2010,4,60745311.509439066,0.0,17.922200476869467
DMA,2011,3,899664.185318818,0.0,13.709777956778789
DMA,2012,8,52774129.09239118,0.0,17.781531668235306
DMA,2013,14,7629212.429998407,0.0,15.847495308824495
DMA,2014,4,662596.085962709,0.0,13.40392237095524
DMA,2015,6,1207115.0304053174,0.0,14.003744626698229
DMA,2016,6,13592068.385723056,0.0,16.424997047215154
DMA,2017,9,26402003.206144616,0.0,17.08895048213442
DMA,2018,6,2195685.5733184568,0.0,14.602005345249642
DMA,2019,2,517473.495308907,0.0,13.156715518479912
DMA,2020,6,933976.1649479558,0.16666666666666666,13.747207268248248
DMA,2021,13,32690511.85185185,0.23076923076923078,17.30259546691786
DOM,2008,1,0.0,0.0,0.0
DOM,2010,1,139272693.579624,0.0,18.75194440072481
DOM,2016,1,0.0,0.0,0.0
DOM,2017,1,0.0,0.0,0.0
DOM,2018,4,0.0,0.0,0.0
DOM,2019,3,15358505.95251113,0.0,16.547180077346667
DOM,2020,9,2124952.436214931,0.0,14.56926044773113
DOM,2021,6,37561990.0,0.6666666666666666,17.441503219419136
DZA,2000,1,0.0,0.0,0.0
DZA,2002,2,0.0,0.0,0.0
DZA,2003,5,50192843.477249764,0.2,17.731383034208296
DZA,2004,2,2751809.43436286,0.0,14.827769592800506
DZA,2005,2,65107000.4884244,0.0,17.99154265114112
DZA,2007,3,923287.3748788765,0.0,13.735696896843022
DZA,2008,3,0.0,0.0,0.0
DZA,2009,2,2086580.05742195,0.0,14.551037426771957
DZA,2010,3,65839365.4228914,0.0,18.002728491305188
DZA,2012,2,0.0,0.0,0.0
DZA,2013,1,0.0,0.0,0.0
DZA,2014,1,0.0,0.0,0.0
DZA,2015,4,0.0,0.0,0.0
DZA,2016,3,20618113.4905749,0.0,16.84168059156586
DZA,2017,1,34105728.2050665,0.0,17.344975940020113
DZA,2018,2,158910.1429886747,0.0,11.976100475860159
DZA,2019,2,0.0,0.0,0.0
DZA,2020,7,7590471.003025709,0.2857142857142857,15.842404334925169
DZA,2021,3,61200000.0,0.6666666666666666,17.929657763822423
ECU,2000,3,2865700.0586899603,0.0,14.868323575820419
ECU,2001,3,574571.879853941,0.0,13.261382226108442
ECU,2002,3,6526848.1054078005,0.0,15.691434858828254
ECU,2004,4,19601138.60096663,0.0,16.791098265416974
ECU,2005,2,2763141.1007287297,0.0,14.83187903245233
ECU,2006,3,5280983.712157125,0.0,15.479623136808366
ECU,2008,5,13602821.188924104,0.0,16.425787843069728
ECU,2009,3,1506726155.8369646,0.0,21.133205025969247
ECU,2010,7,4194916249.2814293,0.0,22.157139212490232
ECU,2011,11,4394682194.953921,0.0,22.203661055105872
ECU,2012,9,2361671423.6366773,0.0,21.582635436085116
ECU,2013,7,3833316075.802774,0.0,22.06699608193375
ECU,2014,9,5010374214.502491,0.0,22.33477644296682
ECU,2015,11,144808422.74214312,0.0,18.79092221123859
ECU,2016,13,3361383103.916206,0.23076923076923078,21.93561836458961
ECU,2017,6,321191272.5457499,0.0,19.587547371379365
ECU,2018,12,1127777464.7654943,0.0,20.843514688436812
ECU,2019,12,186131450.88723975,0.0,19.041963712637582
ECU,2020,49,61879197.231446855,0.46938775510204084,17.94069462675661
ECU,2021,17,12607570.0,0.11764705882352941,16.34980806448567
EGY,2002,2,19057077.193355568,0.0,16.762949149232472
EGY,2003,2,2943137.33935813,0.0,14.894987032348748
EGY,2004,3,30269903.77799138,0.0,17.225664535237797
EGY,2005,2,34438089.8901709,0.0,17.354673803065477
EGY,2006,1,8920580.59486001,0.0,16.003871703648176
EGY,2007,2,753891.776428437,0.0,13.533005430549482
EGY,2008,1,15423.7500644348,0.0,9.643728645364181
EGY,2009,7,166157331.60983315,0.0,18.928445684260723
EGY,2010,3,1531999.629375864,0.0,14.242085040102344
EGY,2011,3,16648214.48541462,0.0,16.627813590593572
EGY,2012,5,489694550.7329922,0.0,20.009292390886724
EGY,2013,1,0.0,0.0,0.0
EGY,2014,2,117214.207115881,0.0,11.671766901256259
EGY,2015,2,117584175.20011222,0.0,18.582665028253817
EGY,2016,7,2178845883.7503204,0.0,21.502061162895114
EGY,2017,14,4829059596.545017,0.14285714285714285,22.29791758535309
EGY,2018,9,2987539029.077261,0.0,21.81771581857971
EGY,2019,7,3530596694.7366476,0.0,21.984732729226153
EGY,2020,12,5947522.973418588,0.4166666666666667,15.598485551990738
EGY,2021,9,975254545.4545,0.4444444444444444,20.69820906817509
ERI,2000,2,24801200.057924,0.0,17.026402639717528
ERI,2001,2,7543613.30223992,0.0,15.83621197556212
ERI,2002,2,5998691.76480876,0.0,15.607052130922789
ERI,2003,5,12180318.70189268,0.0,16.3153320680044
ERI,2004,1,0.0,0.0,0.0
ERI,2005,2,15892031.2041485,0.0,16.58132842235231
ERI,2006,1,42309039.3927646,0.0,17.560511342050596
ERI,2007,5,257160100.9028618,0.0,19.36520941350017
ERI,2008,4,0.0,0.0,0.0
ERI,2009,3,20922005.64181586,0.0,16.85631211234186
ERI,2010,3,91919977.76255184,0.0,18.336428960462012
ERI,2011,5,151275262.3049763,0.0,18.834611671042794
ERI,2012,5,193968991.6046637,0.0,19.083208872318394
ERI,2013,5,120699911.084312,0.0,18.608817957685655
ERI,2014,2,141501859.0753185,0.0,18.767823420369776
ERI,2015,3,109370916.11281145,0.0,18.510255572691005
ERI,2016,4,52689731.98636187,0.0,17.77993117453858
ERI,2017,6,682114.564101332,0.0,13.4329543712997
ERI,2018,19,1762940952.168546,0.0,21.29024924755427
ERI,2019,16,0.0,0.0,0.0
ERI,2021,1,0.0,0.0,0.0
ETH,2000,2,575294.3459038662,0.0,13.262638832959226
ETH,2001,4,347157084.1690813,0.0,19.665287930487423
ETH,2002,2,5079180.26550298,0.0,15.440660638357599
ETH,2003,3,35124692.93057393,0.0,17.374414971859903
ETH,2005,6,902599.5701796579,0.0,13.713035398082857
ETH,2006,13,93662013.89336571,0.0,18.355203274336507
ETH,2007,7,2966559426.1732187,0.0,21.810668676219176
ETH,2008,21,363344626.38894075,0.0,19.710862328592956
ETH,2009,13,737680927.5530388,0.0,20.419021942942116
ETH,2010,13,1917689053.138001,0.0,21.374386680420187
ETH,2011,23,1348991576.315393,0.0,21.022623170501976
ETH,2012,12,238717343.29206634,0.0,19.290790750135894
ETH,2013,20,5872508463.202027,0.0,22.493547715824874
ETH,2014,12,1271279065.877024,0.0,20.963289369865667
ETH,2015,13,832856954.2540209,0.0,20.540372463001013
ETH,2016,17,982765617.9904025,0.0,20.70588121528714
ETH,2017,18,993719543.6472073,0.0,20.716965576567297
ETH,2018,17,3221566833.584777,0.058823529411764705,21.893133672745517
ETH,2019,10,61253079.00004293,0.0,17.930524691839814
ETH,2020,23,15259963.517482707,0.2608695652173913,16.540743258620157
ETH,2021,12,69302799.99097422,0.5833333333333334,18.05399588168351
FJI,2000,1,19248.4254659646,0.0,9.865236493346615
FJI,2001,1,301744.532089597,0.0,12.61733933218768
FJI,2002,2,332172.778129168,0.0,12.713413539057825
FJI,2003,2,613069.5451586242,0.0,13.32623529012178
FJI,2004,4,11350748.24454432,0.0,16.244794312448125
FJI,2005,1,2170233.34961414,0.0,14.590345714899469
FJI,2006,6,44536766.51071509,0.0,17.611825642187085
FJI,2007,7,4001846.243390778,0.0,15.202266623330049
FJI,2008,3,6098343.6877962,0.0,15.623527929661671
FJI,2009,10,111813196.3588651,0.0,18.532340156073374
FJI,2010,13,202897740.86673528,0.0,19.128212675442516
FJI,2011,13,6423935.0846419,0.0,15.675541585095026
FJI,2012,7,126870835.02030642,0.0,18.65868008767737
FJI,2013,7,17268534.297971953,0.0,16.664396634596304
FJI,2014,14,3160417.315667266,0.0,14.966214955177568
FJI,2015,13,28633949.1146785,0.0,17.170103638729994
FJI,2016,14,10481433.861664064,0.0,16.165116141766187
FJI,2017,13,31055625.285358846,0.0,17.251290550745587
FJI,2018,15,14472660.47513751,0.0,16.487772012249977
FJI,2019,9,16826581.312212653,0.0,16.63847047437547
FJI,2020,15,2316041.814510858,0.0,14.655370603907803
FJI,2021,11,1704099.19,0.0,14.348547781591282
FSM,2001,1,0.0,0.0,0.0
FSM,2002,3,74983.6470601095,0.0,11.225038665698136
FSM,2003,1,0.0,0.0,0.0
FSM,2004,2,1890451.2611659,0.0,14.45232665003232
FSM,2005,12,10838342.784138815,0.0,16.198600754861516
FSM,2006,8,11964631.801996704,0.0,16.29746558950949
FSM,2007,18,22720194.18970519,0.0,16.9387647428765
FSM,2008,12,1312740.7562800888,0.0,14.087628451747072
FSM,2009,12,5649931.75864568,0.0,15.547154201927146
FSM,2010,2,0.0,0.0,0.0
FSM,2011,3,1902496.75988439,0.0,14.458678191258358
FSM,2012,3,12399663.862468733,0.0,16.33318000298976
FSM,2013,3,11062623.3122562,0.0,16.21908280550128
FSM,2014,2,221419.046281697,0.0,12.307816838435643
FSM,2015,8,7715597.206163455,0.0,15.858754578837438
FSM,2016,12,17263244.172816977,0.0,16.664090242911644
FSM,2017,14,18085800.868157912,0.0,16.710637761238477
FSM,2018,2,217969.949575735,0.0,12.292117074064576
FSM,2019,10,27261947.039005924,0.0,17.121002443124972
FSM,2020,16,28372711.314401545,0.125,17.160938407234607
FSM,2021,9,25150000.0,0.0,17.04036849427145
GAB,2000,1,15500750.0362025,0.0,16.556399034664167
GAB,2001,4,19746527.6777249,0.0,16.79848827071008
GAB,2002,1,845530.707965157,0.0,13.64772094864616
GAB,2003,2,0.0,0.0,0.0
GAB,2004,1,0.0,0.0,0.0
GAB,2005,2,794601.560207425,0.0,13.58559734436528
GAB,2006,1,12743686.5640857,0.0,16.36054661395681
GAB,2007,7,7169412.996033677,0.0,15.78533447925437
GAB,2008,5,570677633.6954502,0.0,20.162335045489762
GAB,2009,3,196573688.1913588,0.0,19.09654792758286
GAB,2010,8,172298129.82850704,0.0,18.96473685308474
GAB,2011,4,327969568.66425323,0.0,19.608431386630652
GAB,2013,3,752502549.5096322,0.0,20.43891494396313
GAB,2014,2,0.0,0.0,0.0
GAB,2015,7,400820816.99885964,0.2857142857142857,19.809025047500956
GAB,2016,6,293211753.49671954,0.0,19.496405617543978
GAB,2017,6,0.0,0.0,0.0
GAB,2018,10,63538498.2464056,0.0,17.967156567489972
GAB,2019,2,40481355.4047153,0.0,17.516352090403725
GAB,2020,7,56978800.34086393,0.14285714285714285,17.858189850323893
GAB,2021,5,26164705.8823529,0.8,17.079921995063852
GEO,2000,2,930045.002172153,0.0,13.74298932860734
GEO,2001,4,67068774.897610515,0.0,18.021229156792778
GEO,2002,2,1961065.3658586778,0.0,14.488998947471037
GEO,2004,2,2457789.4750775797,0.0,14.71477332343965
GEO,2005,1,5297343.73471617,0.0,15.48271625953342
GEO,2006,1,5097474.62563429,0.0,15.444255999787984
GEO,2008,2,4387228.38286815,0.0,15.294208465735652
GEO,2009,1,4397303.15370032,0.0,15.296502218774998
GEO,2010,2,4114960.33893071,0.0,15.230139996892602
GEO,2011,1,11414980.5593063,0.0,16.25043722246565
GEO,2012,3,102748471.64486241,0.0,18.447794546459942
GEO,2013,2,5503792.69266482,0.0,15.52094817472871
GEO,2014,5,224867533.8075557,0.0,19.23102205260803
GEO,2015,3,4642402.47658825,0.0,15.350742780735613
GEO,2016,3,16565806.644476932,0.0,16.622851348608304
GEO,2017,2,25811504.40658124,0.0,17.066330896479005
GEO,2018,1,54492487.3939338,0.0,17.81357342250013
GEO,2019,4,38833293.785758704,0.0,17.47478854966002
GEO,2020,3,1121080.9829964698,0.3333333333333333,13.9298048331861
GHA,2000,4,92825611.81529771,0.0,18.346233159840235
GHA,2001,1,0.0,0.0,0.0
GHA,2002,3,140469365.49260485,0.0,18.760499990884522
GHA,2003,4,104970661.68753666,0.0,18.469191466105674
GHA,2004,4,157157.9964101771,0.0,11.965013287867947
GHA,2005,2,3040546.281850854,0.0,14.927548084104124
GHA,2006,7,226056095.92605755,0.0,19.236293742922925
GHA,2007,6,636475492.8845785,0.0,20.271456473860884
GHA,2008,8,1421769011.6759071,0.0,21.07516771678968
GHA,2009,6,120903205.37256402,0.3333333333333333,18.61050083609823
GHA,2010,7,545554351.9384981,0.14285714285714285,20.117312997024474
GHA,2011,14,295796574.95789677,0.0,19.505182532642863
GHA,2012,11,1588909359.9738004,0.18181818181818182,21.186313681322012
GHA,2013,8,316267731.3393205,0.0,19.572099667072273
GHA,2014,8,192590910.3550671,0.25,19.076078866988826
GHA,2015,9,23923735.47586439,0.0,16.9903816820326
GHA,2016,13,833710429.9682038,0.07692307692307693,20.54139669495929
GHA,2017,15,590719084.8550099,0.13333333333333333,20.19685114232771
GHA,2018,33,1024267688.9344643,0.06060606060606061,20.747243745352158
GHA,2019,17,1176104140.4318216,0.11764705882352941,20.88547323814133
GHA,2020,27,989479139.3898776,0.4074074074074074,20.712689241824485
GHA,2021,5,108151301.94594595,0.4,18.499041757872334
GIN,2000,1,0.0,0.0,0.0
GIN,2001,1,188293058.26857,0.0,19.053510132982925
GIN,2002,2,14996729.4120219,0.0,16.523342762775147
GIN,2003,1,0.0,0.0,0.0
GIN,2004,4,103620443.88083626,0.0,18.456245212729428
GIN,2005,1,97660500.7326367,0.0,18.397007754129508
GIN,2006,7,29921867.14256097,0.0,17.214100147041204
GIN,2007,6,33299451.85346194,0.0,17.321051523988714
GIN,2008,5,15245859.2194905,0.0,16.53981856314847
GIN,2009,2,0.0,0.0,0.0
GIN,2011,2,570749.027965319,0.0,13.254706613389533
GIN,2012,5,824234737.663943,0.0,20.529965924323342
GIN,2013,4,433899259.7998197,0.0,19.888322947148367
GIN,2014,16,246865937.19779557,0.0,19.324355986911733
GIN,2015,11,89413420.68110147,0.0,18.308781359536354
GIN,2016,2,0.0,0.0,0.0
GIN,2017,10,22595044.93585652,0.0,16.933241233835254
GIN,2018,15,2226233844.8086205,0.26666666666666666,21.523577136307622
GIN,2019,5,33706938.3678641,0.0,17.333214290085166
GIN,2020,6,927525982.7259195,0.16666666666666666,20.648031366852294
GIN,2021,8,9000000.0,0.375,16.012735246411598
GMB,2016,2,53308920.5134231,0.0,17.791614258120156
GMB,2017,12,144024541.65403527,0.08333333333333333,18.78549427811533
GMB,2018,8,1516714.914724424,0.125,14.232057972978717
GMB,2019,12,5100767.415779261,0.0,15.444901756105645
GMB,2020,17,327343.85007120407,0.11764705882352941,12.698769481566485
GMB,2021,6,9424322.097109824,0.3333333333333333,16.058804468783876
GNB,2000,1,0.0,0.0,0.0
GNB,2001,1,19065141.5381752,0.0,16.763372227677806
GNB,2002,4,17352115.04462242,0.0,16.66922501914643
GNB,2003,4,9997791.761003941,0.0,16.117874902695608
GNB,2004,5,14444161.531718189,0.2,16.485800913858284
GNB,2005,4,5033794.143789886,0.0,15.431684759330063
GNB,2006,4,812779.634102681,0.0,13.60821652936931
GNB,2007,5,30993222.67057929,0.0,17.24927914728323
GNB,2008,5,46652329.2116409,0.0,17.658233434956333
GNB,2009,5,13622750.494636841,0.0,16.427251856978415
GNB,2010,4,3111508.4415812204,0.0,14.950618517401468
GNB,2011,2,855808.330777086,0.0,13.659802885893365
GNB,2012,2,0.0,0.0,0.0
GNB,2013,4,9494773.902706001,0.0,16.06625219501818
GNB,2014,5,179679.273658014,0.0,12.098934293001019
GNB,2015,5,7203051.579456757,0.0,15.790015463505659
GNB,2016,7,35438304.9048543,0.0,17.38330388077685
GNB,2017,4,27114053.9230279,0.0,17.115562783252965
GNB,2018,11,36509966.55393553,0.0,17.413095864941628
GNB,2019,9,7788448.952637553,0.0,15.868152418925694
GNB,2020,8,334336.3250346911,0.375,12.719905717490905
GNB,2021,13,14700000.0,0.23076923076923078,16.503358119776173
GNQ,2000,1,0.0,0.0,0.0
GNQ,2001,4,131365522.5745045,0.0,18.69349425192035
GNQ,2002,1,14996729.4120219,0.0,16.523342762775147
GNQ,2003,2,25016667.3845441,0.0,17.035052896044952
GNQ,2004,1,8568033.8548322,0.0,15.963548959125747
GNQ,2005,4,19928607.13000219,0.0,16.80766685181754
GNQ,2006,3,34786968.3395947,0.0,17.364753430358423
GNQ,2007,12,1064966553.318986,0.08333333333333333,20.786209231219352
GNQ,2008,7,175199534.1487694,0.0,18.981436083202595
GNQ,2009,12,1455925781.4668071,0.0,21.09890781184122
GNQ,2010,10,1505033437.7130566,0.0,21.132080953314414
GNQ,2011,11,473647757.5775234,0.0,19.975974478040953
GNQ,2012,9,591758273.194625,0.0,20.19860878884553
GNQ,2013,4,438640574.14688003,0.0,19.899190900264024
GNQ,2014,4,110709.523140848,0.0,11.614674174168407
GNQ,2015,8,934893327.4994891,0.0,20.655942993578204
GNQ,2016,6,373554552.1959159,0.0,19.738574611298322
GNQ,2017,8,759962891.5028255,0.0,20.448780164398464
GNQ,2018,19,2206900.648814189,0.0,14.607100120953733
GNQ,2019,13,1225470702.2598026,0.07692307692307693,20.926590854697935
GNQ,2020,10,2242720.3844941277,0.2,14.623200590224817
GNQ,2021,11,27757050.187349185,0.36363636363636365,17.139000462720993
GRD,2005,23,79007047.77073406,0.0,18.185047631396987
GRD,2006,6,114805123.31700373,0.0,18.558746677761242
GRD,2007,3,8996321.91442048,0.0,16.012326486750656
GRD,2008,5,2372876.8221505526,0.0,14.679614047430197
GRD,2010,5,2251798.513422627,0.0,14.627240238267401
GRD,2011,2,0.0,0.0,0.0
GRD,2012,6,75347936.33203831,0.0,18.13762710817023
GRD,2013,5,6379673.389606947,0.0,15.668627617906822
GRD,2014,8,233793.04968315002,0.0,12.362195877239222
GRD,2015,5,0.0,0.0,0.0
GRD,2016,5,9213.81757872112,0.0,9.128568073784388
GRD,2017,9,143056476.9561518,0.0,18.778750060993985
GRD,2018,2,0.0,0.0,0.0
GRD,2019,11,55312669.72662354,0.0,17.828512567310682
GRD,2020,17,1666736.725934553,0.17647058823529413,14.326378816382126
GRD,2021,15,828114.4999999999,0.06666666666666667,13.62690791639281
GUM,2009,1,0.0,0.0,0.0
GUY,2000,1,0.0,0.0,0.0
GUY,2001,1,0.0,0.0,0.0
GUY,2002,2,9059257.58534097,0.0,16.019297840823015
GUY,2003,3,49221608.15526158,0.0,17.711843295510647
GUY,2004,3,0.0,0.0,0.0
GUY,2005,4,8463910.063495174,0.0,15.951321925403931
GUY,2006,3,0.0,0.0,0.0
GUY,2007,5,27709662.76263502,0.0,17.13729178261307
GUY,2008,3,11230.3759205987,0.0,9.326466562097172
GUY,2009,3,27255631.41401381,0.0,17.120770751807495
GUY,2010,7,76223444.7354336,0.0,18.14917966014771
GUY,2011,6,51706119.13901393,0.0,17.76108671040318
GUY,2012,6,271109098.12514967,0.0,19.41803187762807
GUY,2013,3,733839.025688642,0.0,13.506046335189318
GUY,2014,3,80438.3410045865,0.0,11.295258651468476
GUY,2015,3,48661735.25689906,0.0,17.70040357608257
GUY,2016,3,2149064.205212406,0.0,14.580543517282718
GUY,2017,15,57148162.02229533,0.0,17.861157804596548
GUY,2018,10,53373381.24347023,0.0,17.7928227197979
GUY,2019,8,38209061.76919854,0.0,17.458583290705572
GUY,2020,10,37963824.94547176,0.3,17.452144315496263
GUY,2021,12,210592134.29256594,0.08333333333333333,19.165433812677023
HND,2013,1,335838967.980348,0.0,19.632142344059123
HND,2014,1,66425713.8845092,0.0,18.011594811833145
HND,2016,1,7084827.0501508,0.0,15.773466161250065
HND,2017,1,4609352.62808389,0.0,15.343598194314584
HND,2020,1,35973319.8468981,0.0,17.398288134093068
HTI,2004,1,0.0,0.0,0.0
HTI,2007,2,0.0,0.0,0.0
HTI,2008,1,0.0,0.0,0.0
HTI,2010,17,23290525.387970194,0.0,16.96355724306369
HTI,2011,1,0.0,0.0,0.0
HTI,2015,1,0.0,0.0,0.0
HTI,2016,6,70848.270501508,0.0,11.168309948686256
HTI,2017,2,0.0,0.0,0.0
HTI,2018,1,0.0,0.0,0.0
HTI,2019,1,0.0,0.0,0.0
IDN,2002,1,249945.490200365,0.0,12.429002134736185
IDN,2003,4,1580222323.9709258,0.0,21.180831386093196
IDN,2004,10,369925525.7135982,0.0,19.72881226419074
IDN,2005,27,207436573.98915014,0.0,19.15033618820777
IDN,2006,8,3282901400.7005177,0.125,21.911993442026905
IDN,2007,14,1105757010.3797824,0.14285714285714285,20.823796015528945
IDN,2008,14,2371547658.623347,0.14285714285714285,21.586808599906178
IDN,2009,19,6988205293.66516,0.2631578947368421,22.66748960695858
IDN,2010,12,705879318.3000287,0.4166666666666667,20.374954845010667
IDN,2011,31,1999863079.0442333,0.0,21.41634455518498
IDN,2012,26,1812856488.96067,0.07692307692307693,21.31816960946955
IDN,2013,24,4134573084.8200784,0.041666666666666664,22.14264991603401
IDN,2014,22,1628448234.4604242,0.045454545454545456,21.210893395537607
IDN,2015,32,8687502900.831255,0.03125,22.885151381861007
IDN,2016,26,5422791611.895029,0.11538461538461539,22.41387657753097
IDN,2017,42,7623327124.555587,0.09523809523809523,22.754478741999883
IDN,2018,31,2357878348.1378164,0.03225806451612903,21.581028047034312
IDN,2019,16,2111261713.3319032,0.1875,21.470551574599916
IDN,2020,24,2034049480.0468748,0.3333333333333333,21.433294461241914
IDN,2021,17,762610789.0790658,0.29411764705882354,20.45225835435539
IND,2001,3,1518963.6675173,0.0,14.233539520950108
IND,2004,4,67190737.5956555,0.0,18.023045977478503
IND,2005,2,108511667.4807074,0.5,18.50236826876338
IND,2006,6,228546244.1300202,0.16666666666666666,19.247249133510678
IND,2007,6,204248062.4992109,0.3333333333333333,19.134845810627425
IND,2008,5,1196799948.7299967,0.0,20.902917123180806
IND,2009,4,708798541.7808728,0.0,20.379081901356972
IND,2010,7,1934497712.4282482,0.0,21.38311355010789
IND,2011,5,2631943588.070324,0.0,21.690988417455756
IND,2012,4,1086299115.7929902,0.75,20.806042450362124
IND,2013,5,714430669.963908,0.0,20.386996519085265
IND,2014,7,104800568.3983879,0.0,18.467569763027182
IND,2015,7,591439225.1681077,0.0,20.198069490826132
IND,2016,8,771455009.4458365,0.125,20.463788913674186
IND,2017,2,92187052.5616779,0.0,18.339330261765905
IND,2018,4,95590.8297232795,0.0,11.467842632241698
IND,2019,9,113006673.6224628,0.5555555555555556,18.542957442387625
IND,2020,1,101530636.580682,1.0,18.435871158984686
IRN,2000,3,416316341.2193094,0.0,19.846955967266222
IRN,2001,6,1180285525.5894516,0.0,20.889022217839532
IRN,2002,4,1416378606.592917,0.0,21.07136917472233
IRN,2003,7,796476470.5557137,0.0,20.49570814708612
IRN,2004,2,1618545150.8550777,0.0,21.204793528287805
IRN,2005,5,557476191.7469331,0.0,20.13893035679378
IRN,2006,3,1366180967.47234,0.0,21.035285069900276
IRN,2007,8,269439841.3368938,0.0,19.411855703866987
IRN,2009,1,1670235173.68156,0.0,21.236230276623036
IRN,2010,3,79592828.6123446,0.0,18.192434566510215
IRN,2011,1,604240133.092969,0.0,20.219482249889488
IRN,2012,1,223828928.77172,0.0,19.22639261167079
IRN,2013,2,134044583.49671799,0.5,18.71368302270088
IRN,2014,9,4381268951.131428,0.1111111111111111,22.20060423447395
IRN,2015,3,1144721080.97053,0.0,20.85842684774587
IRN,2016,4,1663922781.3472142,0.0,21.232443773429274
IRN,2017,7,3792367168.9493814,0.0,22.05625624417
IRN,2018,4,3580815345.514523,0.0,21.99885636185088
IRN,2019,5,3062368267.26263,0.0,21.842454397447252
IRN,2020,6,399995.17240504513,0.6666666666666666,12.899210257056948
IRN,2021,7,45800000.0,0.42857142857142855,17.639794670918473
IRQ,2000,1,0.0,0.0,0.0
IRQ,2006,1,0.0,0.0,0.0
IRQ,2008,1,0.0,0.0,0.0
IRQ,2009,1,0.0,0.0,0.0
IRQ,2010,1,9331270469.83481,0.0,22.956637013042783
IRQ,2013,1,465879096.054401,0.0,19.95943671004625
IRQ,2014,3,403799563.5694939,0.0,19.81642918551032
IRQ,2016,5,1308154274.584926,0.0,20.991883030721034
IRQ,2017,6,28932983.919337217,0.0,17.18049284893157
IRQ,2018,4,760392528.493944,0.0,20.449345344087817
IRQ,2019,6,1273901301.100101,0.3333333333333333,20.96534992021632
IRQ,2020,3,1261760467.13576,0.0,20.95577377967154
IRQ,2021,13,2404350000.0,0.46153846153846156,21.600545434120185
ISR,2004,1,0.0,0.0,0.0
ISR,2007,1,0.0,0.0,0.0
ISR,2011,4,2931305986.5526266,0.0,21.79871389020763
ISR,2012,1,0.0,0.0,0.0
ISR,2013,1,0.0,0.0,0.0
ISR,2014,7,2007990896.042041,0.14285714285714285,21.42040050542002
ISR,2015,4,573378077.603938,0.0,20.16705588013502
ISR,2016,2,0.0,0.0,0.0
ISR,2017,2,0.0,0.0,0.0
ISR,2018,2,0.0,0.0,0.0
ISR,2020,2,140009276.3862463,0.0,18.757219245422633
JAM,2000,2,31001500.0724051,0.0,17.249546182967617
JAM,2002,1,0.0,0.0,0.0
JAM,2003,2,609015.935094634,0.0,13.319601354342563
JAM,2004,2,228904.0382496063,0.0,12.34106251640007
JAM,2005,5,99214215.40637535,0.0,18.412791872535266
JAM,2006,3,72552335.1371733,0.0,18.099818737150596
JAM,2007,1,82793142.0288963,0.0,18.231855802265574
JAM,2008,2,61980408.7763001,0.0,17.942328921729903
JAM,2009,3,15092562.9909195,0.0,16.529712729558888
JAM,2010,7,659428707.5238643,0.0,20.306884424997016
JAM,2011,8,19858101.824328717,0.0,16.804122684542364
JAM,2012,7,1113774.5925147114,0.0,13.923266236192005
JAM,2013,11,862567913.3645538,0.0,20.575424445062094
JAM,2014,6,31868529.62481992,0.0,17.277129580053572
