Country Code,year,projects,usd_const_2021,share_amount_estimated,log1p_usd_const_2021
ARG,2021,16,101529300.77095498,0.25,18.4358580021825
ARM,2002,1,1509876.26422349,0.0,14.22753892351635
ARM,2003,2,2354509.871486499,0.0,14.671843565977872
ARM,2004,1,2063857.07577214,0.0,14.54008764148109
ARM,2007,2,0.0,0.0,0.0
ARM,2008,3,2851698.4488643,0.0,14.863425672377039
ARM,2009,2,976306.531378614,0.0,13.791532909389288
ARM,2010,2,19546061.609920822,0.0,16.788284423084672
ARM,2012,3,3792235.831838157,0.0,15.148466596060299
ARM,2014,2,14985251.4230783,0.0,16.522577103641293
ARM,2015,5,38538108.878035046,0.0,17.467158176624725
ARM,2016,4,0.0,0.0,0.0
ARM,2017,2,17052864.1025332,0.0,16.65182878878075
ARM,2018,1,0.0,0.0,0.0
ARM,2019,2,0.0,0.0,0.0
ARM,2020,4,185180.33099792848,0.75,12.129090791566274
ARM,2021,5,1800000.0,0.2,14.403297778421795
ATG,2001,2,9113782.00510381,0.0,16.025298441558714
ATG,2003,1,0.0,0.0,0.0
ATG,2004,1,6879523.58590715,0.0,15.744060106636361
ATG,2005,1,17216367.1378275,0.0,16.66137112518549
ATG,2006,2,43931491.79698517,0.0,17.598141996639924
ATG,2008,3,72369791.82192895,0.0,18.097299544076417
ATG,2009,2,5257035.16896177,0.0,15.475077959930431
ATG,2010,4,1449467.6628101564,0.0,14.186707607800148
ATG,2011,8,68154467.3963722,0.0,18.037287281035486
ATG,2012,6,17769541.59139432,0.0,16.692996459304005
ATG,2013,2,58340202.542247,0.0,17.881802011294695
ATG,2014,3,14664537.78724508,0.0,16.500942810001078
ATG,2015,3,1413331.50368497,0.0,14.161460951524507
ATG,2016,4,106617841.026846,0.0,18.484761429300807
ATG,2017,6,2506335.49152061,0.0,14.734332679773962
ATG,2018,8,63695663.04268707,0.0,17.969627049821977
ATG,2019,4,44886626.758549094,0.0,17.619650485605018
ATG,2021,3,360000.0,0.3333333333333333,12.793862088206213
AZE,2002,1,1509876.26422349,0.0,14.22753892351635
AZE,2004,1,2751809.43436286,0.0,14.827769592800506
AZE,2005,1,3973007.80103712,0.0,15.195034250006243
AZE,2011,1,0.0,0.0,0.0
AZE,2012,3,35223706.7377753,0.0,17.37722992913641
AZE,2014,1,5390378.20974042,0.0,15.500126294722197
AZE,2015,4,625691075.5516573,0.0,20.254367319322476
AZE,2016,3,16649343.567854341,0.0,16.62788140832186
AZE,2017,5,53239750.12427081,0.0,17.790315876879784
AZE,2018,5,170221663.74456894,0.2,18.95261205592396
AZE,2019,6,142314064.48295927,0.0,18.773546902047162
AZE,2020,9,24399421.61350457,0.2222222222222222,17.010070026602488
AZE,2021,4,155660000.0,0.25,18.863184705919775
BDI,2000,2,0.0,0.0,0.0
BDI,2001,4,118108661.94642477,0.0,18.587115631114376
BDI,2002,1,0.0,0.0,0.0
BDI,2004,5,21122598.090635955,0.0,16.865854072234303
BDI,2005,7,22787450.170948472,0.0,16.941720555166913
BDI,2006,2,1015974.54262835,0.0,13.831359834614632
BDI,2007,10,62034973.79586836,0.0,17.94320889357013
BDI,2008,9,22775830.85010009,0.0,16.941210525145813
BDI,2009,8,740132.3250249899,0.0,13.514585617904565
BDI,2010,4,10179738.387976151,0.0,16.135909968363684
BDI,2011,7,39658419.199234284,0.0,17.49581384665776
BDI,2012,4,12611399.20195177,0.0,16.350111740789558
BDI,2013,2,17631826.57749234,0.0,16.68521621193349
BDI,2014,7,1009105.891430918,0.0,13.82457623171373
BDI,2015,3,1064181.49078715,0.0,13.877717448074597
BDI,2016,6,103349180.75424781,0.0,18.453623926830403
BDI,2017,5,38766619.899401136,0.0,17.47307014823714
BDI,2018,7,24158335.35141074,0.14285714285714285,17.000140069032916
BDI,2019,6,44055.6475061392,0.0,10.693231528177222
BDI,2020,13,1142442.799655221,0.07692307692307693,13.94868020986683
BDI,2021,14,9034761.0,0.07142857142857142,16.016590139658188
BEN,2000,2,46502250.108607605,0.0,17.65501128032361
BEN,2001,2,24303418.68027681,0.0,17.00612762599299
BEN,2002,4,68316745.40887006,0.0,18.039665483489596
BEN,2003,1,0.0,0.0,0.0
BEN,2004,5,5141569.25779127,0.0,15.452869088401211
BEN,2005,6,169886696.7170568,0.0,18.950642288798015
BEN,2006,8,7628056.583728999,0.0,15.847343794668316
BEN,2007,4,37848293.498924,0.0,17.449096477358918
BEN,2008,5,43872283.8286815,0.0,17.59679335358882
BEN,2009,6,28638555.79467541,0.0,17.17026450753967
BEN,2010,3,45264563.7282378,0.0,17.62803504876763
BEN,2011,5,15219974.0790751,0.0,16.538119273016388
BEN,2012,4,36666526.47736968,0.0,17.41737483900964
BEN,2013,8,256968707.52322933,0.0,19.364464878727592
BEN,2014,7,8748583.8344087,0.0,15.984402512043136
BEN,2015,5,325710805.5457194,0.0,19.60152044914252
BEN,2016,10,101109252.57379237,0.0,18.43171220872199
BEN,2017,6,115915888.77657965,0.0,18.56837539793416
BEN,2018,8,1672173.90576621,0.125,14.329635675867522
BEN,2019,25,394573881.5666653,0.08,19.793316962253012
BEN,2020,18,1968323.5346157632,0.3333333333333333,14.492693248799561
BEN,2021,12,841800000.0,0.16666666666666666,20.551053015488677
BFA,2018,11,151444125.45188916,0.0,18.835727312591644
BFA,2019,13,107126507.88722314,0.0,18.489521020077987
BFA,2020,19,158406918.77753457,0.05263157894736842,18.88067772185465
BFA,2021,10,29924255.081857853,0.1,17.214179949679355
BGD,2000,3,284264555.01722527,0.0,19.46541589778768
BGD,2001,3,802300992.7597259,0.0,20.50299439936169
BGD,2002,4,48316040.4551517,0.0,17.693274184707427
BGD,2004,2,2154031.816242663,0.0,14.582852371606869
BGD,2005,3,112543688.5556854,0.0,18.538852055825874
BGD,2006,6,12743686.5640857,0.0,16.36054661395681
BGD,2007,4,4191169.8520825813,0.0,15.248490692500184
BGD,2008,4,155746607.591819,0.0,18.863740940703394
BGD,2009,3,0.0,0.0,0.0
BGD,2010,7,179313317.0089303,0.0,19.0046452136135
BGD,2011,4,775144417.262479,0.0,20.468559916102468
BGD,2012,4,572300248.990639,0.0,20.165174324196705
BGD,2013,6,375784418.92897356,0.3333333333333333,19.744526185672758
BGD,2014,6,504060458.8602835,0.0,20.038206778881257
BGD,2015,8,447876015.3362839,0.125,19.92002700282775
BGD,2016,10,2053639246.7263844,0.0,21.442879299009004
BGD,2017,15,972250835.1744208,0.06666666666666667,20.695124391040306
BGD,2018,9,6618134977.667856,0.4444444444444444,22.613079441926548
BGD,2019,8,2546189429.212319,0.0,21.65786373738232
BGD,2020,18,2743887279.515847,0.5,21.732641467437094
BGD,2021,11,1580353701.5503876,0.45454545454545453,21.180914521305507
BGR,2000,1,1550075.00362025,0.0,14.253814522286982
BGR,2001,2,51925204.902463004,0.0,17.76531489310064
BGR,2004,1,0.0,0.0,0.0
BGR,2005,6,1346038.2671751815,0.0,14.112676961996927
BGR,2007,3,141931.100620965,0.0,11.863104057585138
BGR,2009,2,10432900.2871097,0.0,16.160474955803668
BGR,2010,2,943.018434028267,0.0,6.850145693527157
BGR,2011,4,162457296.65170726,0.0,18.905925741518583
BGR,2012,5,194905821.91491532,0.0,19.08802704045487
BGR,2015,1,0.0,0.0,0.0
BGR,2016,4,200788442.5098502,0.25,19.117762391883872
BGR,2017,4,168934433.5351092,0.0,18.945021236280166
BGR,2018,4,488233262.55503,0.0,20.006303848700426
BGR,2019,3,0.0,0.0,0.0
BGR,2020,8,95192488.10740657,0.125,18.37141160071854
BHS,2004,2,60767572.768171564,0.0,17.922566878486013
BHS,2005,1,108511.667480707,0.0,11.594622196122044
BHS,2006,4,8289492.11391149,0.0,15.930499380961209
BHS,2009,1,0.0,0.0,0.0
BHS,2010,2,3487896262.937105,0.0,21.972564601707155
BHS,2011,4,36896.4054402381,0.0,10.515896514283844
BHS,2012,1,47868495.6228919,0.0,17.683968155462786
BHS,2013,1,0.0,0.0,0.0
BHS,2014,5,1190127.373764124,0.0,13.989571736382103
BHS,2015,4,167840.704922806,0.0,12.030776581602876
BHS,2016,3,87640.49141487363,0.0,11.381009811077998
BHS,2017,2,57616.9078510486,0.0,10.96158869855635
BHS,2018,2,3269.54924363602,0.0,8.092713214201542
BHS,2019,2,584253.5983763117,0.0,13.278092122932925
BHS,2020,4,10866.8240332293,0.25,9.29356177914071
BHS,2021,5,342869.2,0.2,12.745107228871042
BIH,2001,1,3017445.32089597,0.0,14.919921442531622
BIH,2004,1,5503618.86872572,0.0,15.520916591661871
BIH,2005,1,2648671.86735808,0.0,14.789569267747277
BIH,2006,1,254873.731281714,0.0,12.44852745356218
BIH,2009,1,4397303.15370032,0.0,15.296502218774998
BIH,2012,2,528319985.79731935,0.0,20.085212693706104
BIH,2013,2,11538172.980115179,0.0,16.26117157256509
BIH,2014,1,734410.042447828,0.0,13.506824154188216
BIH,2015,3,0.0,0.0,0.0
BIH,2016,3,338565227.451569,0.0,19.640227330280158
BIH,2017,5,804357417.9452846,0.0,20.505554279286724
BIH,2018,5,0.0,0.0,0.0
BIH,2019,2,0.0,0.0,0.0
BIH,2020,5,270949.1241271924,0.4,12.5096900391126
BIH,2021,9,469260414.1176464,0.2222222222222222,19.9666684284273
BLR,2000,1,1550075.00362025,0.0,14.253814522286982
BLR,2001,1,3017445.32089597,0.0,14.919921442531622
BLR,2002,1,3019752.52844699,0.0,14.920685772923498
BLR,2003,2,1534720.15643847,0.0,14.243859265458454
BLR,2004,1,1375904.71718143,0.0,14.134622775637618
BLR,2005,4,514974209.22900224,0.0,20.059627380148864
BLR,2006,1,0.0,0.0,0.0
BLR,2007,2,93643774.671369,0.0,18.35500852091218
BLR,2008,4,588972734.3623445,0.0,20.193890450837063
BLR,2009,7,770155457.8462347,0.0,20.46210294703953
BLR,2010,7,1354408320.0548918,0.0,21.026630532484713
BLR,2011,7,1305356633.6212997,0.2857142857142857,20.98974212362072
BLR,2012,4,1142656123.5660563,0.0,20.856621323095595
BLR,2013,6,626290695.4597687,0.0,20.25532519261885
BLR,2014,3,32936083.1344025,0.0,17.31007939691011
BLR,2015,21,1248192966.3742383,0.047619047619047616,20.944962716234468
BLR,2016,3,1724965412.9857388,0.0,21.268472837365394
BLR,2017,13,403439783.9093731,0.0,19.815537802591052
BLR,2018,9,991311188.7275653,0.0,20.714539058871996
BLR,2019,9,781179864.0148435,0.0,20.476315982204067
BLR,2020,9,21733.6480664587,0.1111111111111111,9.986662951272416
BLR,2021,10,64923643.41085262,0.2,17.98872243598595
BOL,2001,1,4441449.76382059,0.0,15.306491629645947
BOL,2002,1,0.0,0.0,0.0
BOL,2003,1,73081.9122113561,0.0,11.199349859333383
BOL,2004,4,24715860.753052853,0.0,17.02295577172824
BOL,2005,3,55000235.98216698,0.0,17.822848051954136
BOL,2007,3,4588124.176354455,0.0,15.338982040284334
BOL,2008,5,10087342.076980302,0.0,16.126792035253995
BOL,2009,6,1201608.038619833,0.0,13.999172082117372
BOL,2010,5,405354879.5936345,0.0,19.820273489768663
BOL,2011,8,97526921.86902991,0.0,18.395639029840705
BOL,2012,2,5667168.31927317,0.0,15.550200312819614
BOL,2013,4,28104107.08542329,0.0,17.15142631882929
BOL,2014,1,1107095.23140848,0.0,13.91725113782088
BOL,2015,10,568040335.085969,0.0,20.157702988399894
BOL,2016,7,746607718.0298166,0.0,20.43105046330079
BOL,2017,4,482295166.59895,0.0,19.994066865496883
BOL,2018,6,57674008.9507915,0.0,17.870317195874005
BOL,2019,6,0.0,0.0,0.0
BOL,2020,9,202542.59875426796,0.1111111111111111,12.218710444844689
BOL,2021,20,73179500.5,0.6,18.10842590556165
BRA,2005,1,218108451.636222,0.0,19.20050298620364
BRA,2006,1,0.0,0.0,0.0
BRA,2007,3,2259876064.902424,0.0,21.538575810630668
BRA,2008,3,121966873.755924,0.0,18.619260047435674
BRA,2009,4,11782434378.688812,0.25,23.18987564744377
BRA,2010,4,2289643082.449009,0.25,21.55166178360943
BRA,2011,7,825509243.0514756,0.2857142857142857,20.531511019385896
BRA,2012,16,3021823836.9433002,0.0,21.82912640589576
BRA,2013,11,232791076.9842375,0.0,19.265651948277167
BRA,2014,23,934440080.8630316,0.0,20.65545806494768
BRA,2015,16,9190204630.455881,0.0625,22.94140403981865
BRA,2016,14,9641506171.418814,0.21428571428571427,22.98934317531652
BRA,2017,13,6439351931.5611515,0.15384615384615385,22.58569374040909
BRA,2018,14,2371533036.874299,0.07142857142857142,21.586802434398997
BRA,2019,11,2908852295.678525,0.18181818181818182,21.79102444056694
BRA,2020,18,201217793.8133342,0.3888888888888889,19.119898435685204
BRA,2021,11,1903267083.0,0.2727272727272727,21.366837764335187
BRB,2003,2,3215604.13729966,0.0,14.983526121052424
BRB,2005,1,0.0,0.0,0.0
BRB,2006,5,0.0,0.0,0.0
BRB,2007,3,0.0,0.0,0.0
BRB,2008,3,219361.419143407,0.0,12.298480522923729
BRB,2009,1,0.0,0.0,0.0
BRB,2010,3,139272.693579624,0.0,11.844196294695132
BRB,2011,2,2078497.50646675,0.0,14.547156319111545
BRB,2012,4,0.0,0.0,0.0
BRB,2013,3,31585.0234613153,0.0,10.360470006205489
BRB,2014,7,35935.8547316028,0.0,10.489518642083977
BRB,2015,8,216094160.9224263,0.0,19.191224805482506
BRB,2016,9,11245391.735351825,0.0,16.2354690680971
BRB,2017,7,8920825.842577858,0.0,16.003899195616505
BRB,2018,10,277788.9387882203,0.0,12.534620491181503
BRB,2019,7,140445.576532767,0.0,11.852582457246116
BRB,2020,8,202089.333445658,0.375,12.21647007169687
BRB,2021,5,650000.0,0.2,13.384729180332174
BRN,2005,1,0.0,0.0,0.0
BRN,2006,1,0.0,0.0,0.0
BRN,2007,1,0.0,0.0,0.0
BRN,2008,1,0.0,0.0,0.0
BRN,2010,1,0.0,0.0,0.0
BRN,2011,3,0.0,0.0,0.0
BRN,2012,1,0.0,0.0,0.0
BRN,2014,1,0.0,0.0,0.0
BRN,2015,4,218428494.1071511,0.25,19.20196926542662
BRN,2016,3,0.0,0.0,0.0
BRN,2017,5,9218.70525616779,0.0,9.129098348161977
BRN,2018,6,1907237058.787681,0.0,21.368921466162707
BRN,2019,5,0.0,0.0,0.0
BRN,2020,10,255119.56203665858,0.4,12.449491504710121
BRN,2021,8,18936000.0,0.125,16.75657548298542
BWA,2000,2,6042353.88192713,0.0,15.614304375040868
BWA,2001,2,35719420.1443332,0.0,17.391205108475454
BWA,2002,1,0.0,0.0,0.0
BWA,2003,4,81496289.05881083,0.0,18.216068056424202
BWA,2005,1,0.0,0.0,0.0
BWA,2006,3,54710166.77368901,0.0,17.81756013263536
BWA,2007,4,35278831.991240636,0.0,17.378793710076184
BWA,2008,4,6934302.747673202,0.0,15.751991209816158
BWA,2009,10,1449533638.107731,0.0,21.094507713443885
BWA,2010,2,0.0,0.0,0.0
BWA,2011,6,3769276.73681065,0.0,15.142393959322227
BWA,2012,1,0.0,0.0,0.0
BWA,2013,2,15240798.789867718,0.0,16.53948658649588
BWA,2014,5,21593.295287121,0.0,9.980184451712109
BWA,2015,19,16529965.601768486,0.0,16.62068544933349
BWA,2016,5,14215712.1369128,0.0,16.469858469723945
BWA,2017,3,1170178.52150306,0.0,13.97266773218576
BWA,2018,5,390499.4455107553,0.0,12.875184389133839
BWA,2019,6,0.0,0.0,0.0
BWA,2020,14,985409.6722937896,0.21428571428571427,13.800813759451241
BWA,2021,9,3672148.664259928,0.3333333333333333,15.116287788132645
CAF,2000,1,0.0,0.0,0.0
CAF,2001,1,23586364.2583368,0.0,16.97617935974706
CAF,2002,4,34968734.27941606,0.0,17.36996494251241
CAF,2003,4,5110653.298952518,0.0,15.446837996830952
CAF,2004,4,6329161.699034578,0.0,15.660678510337213
CAF,2005,2,140821918.1921817,0.0,18.76300666565279
CAF,2006,7,36394153.2915565,0.0,17.40991872332418
CAF,2007,8,39875862.76386693,0.0,17.501281780624435
CAF,2008,9,14783360.889533931,0.0,16.509012909698182
CAF,2009,14,10537971.687061895,0.0,16.170495737895845
CAF,2010,5,37895679.098173454,0.0,17.450347681977725
CAF,2011,8,74085362.2056181,0.0,18.120728543165672
CAF,2012,3,0.0,0.0,0.0
CAF,2013,1,0.0,0.0,0.0
CAF,2014,1,0.0,0.0,0.0
CAF,2015,5,10006162.8764617,0.0,16.11871184871565
CAF,2016,4,119471.463718588,0.0,11.690841194667676
CAF,2017,7,3049158.564693367,0.14285714285714285,14.93037655805246
CAF,2018,15,7937460.177618787,0.0,15.887104031162467
CAF,2019,10,72089092.33485991,0.0,18.093413319451344
CAF,2020,12,3706116.4814692955,0.5,15.125495385667495
CAF,2021,7,202981319.31545633,0.14285714285714285,19.12862451462167
CHL,2005,1,0.0,0.0,0.0
CHL,2006,1,670543198.134712,0.0,20.323598686850286
CHL,2007,1,0.0,0.0,0.0
CHL,2008,2,152458592.194905,0.0,18.842403597110092
CHL,2009,1,300402009.654958,0.0,19.520632171090703
CHL,2010,6,109719028.00202778,0.16666666666666666,18.51343337421351
CHL,2011,3,28697203.8213363,0.3333333333333333,17.172310283002048
CHL,2013,1,58657900.7138714,0.0,17.88723285056817
CHL,2014,1,0.0,0.0,0.0
CHL,2015,4,61276246.09901072,0.0,17.930902839664377
CHL,2016,1,0.0,0.0,0.0
CHL,2017,7,229269199.7208925,0.0,19.250407420101347
CHL,2018,5,3241213150.191172,0.4,21.899213526049454
CHL,2019,9,1099306852.2833977,0.2222222222222222,20.817945684754527
CHL,2020,9,121607578.7908535,0.1111111111111111,18.61630985936003
CHL,2021,21,588226567.23529,0.5714285714285714,20.19262275177421
CIV,2000,1,3100150.00724051,0.0,14.946961380282051
CIV,2002,3,57377247.471934006,0.0,17.86515841463043
CIV,2003,1,0.0,0.0,0.0
CIV,2006,4,6084204.006852713,0.0,15.621206627857513
CIV,2007,3,44831863.7674329,0.0,17.618429711684826
CIV,2008,5,54219751.36973579,0.0,17.808555834885592
CIV,2009,2,10988860.5810971,0.0,16.21239273421697
CIV,2010,2,39503619.2537348,0.0,17.49190287766485
CIV,2011,5,162734812.53478438,0.0,18.907632523084924
CIV,2012,12,178309511.24940377,0.0,18.999031431098512
CIV,2013,5,568513450.0493044,0.0,20.1585355314718
CIV,2014,12,1084421559.265709,0.0,20.80431255759854
CIV,2015,6,913089220.5434909,0.0,20.63234415727146
CIV,2016,7,108648205.21020979,0.0,18.503625754730237
CIV,2017,9,164193061.586723,0.0,18.916553504313704
CIV,2018,32,1344798481.3193612,0.0,21.019510011503137
CIV,2019,21,1390669809.484587,0.09523809523809523,21.053051346069537
CIV,2020,23,1116335455.5266306,0.4782608695652174,20.833317244023434
CIV,2021,6,86347854.73675,0.3333333333333333,18.27389453001644
CMR,2000,1,0.0,0.0,0.0
CMR,2001,2,147164208.99325502,0.0,18.807059596063283
CMR,2002,2,0.0,0.0,0.0
CMR,2003,3,15015554.566636883,0.0,16.524597259490072
CMR,2004,1,0.0,0.0,0.0
CMR,2005,1,0.0,0.0,0.0
CMR,2006,3,1898519.2732493428,0.0,14.456585337158655
CMR,2007,15,209401568.9041411,0.0,19.159764353527052
CMR,2008,3,37404106.5954198,0.0,17.437291085108566
CMR,2009,9,319933946.91746247,0.0,19.583625119694073
CMR,2010,10,152414525.86681724,0.0,18.842114517322504
CMR,2011,10,709442619.4778631,0.0,20.379990178112653
CMR,2012,10,823962622.0798447,0.0,20.52963572650494
CMR,2013,9,1124580410.385279,0.0,20.840675835375528
CMR,2014,5,427128883.60135174,0.0,19.872596363123023
CMR,2015,11,2292417251.8638105,0.0,21.55287266672757
CMR,2016,10,1074050445.6427438,0.1,20.79470280273329
CMR,2017,14,1134988357.0784948,0.0,20.84988823062761
CMR,2018,13,265569447.47194123,0.0,19.39738694060669
CMR,2019,6,113396087.1576767,0.0,18.546397452698876
CMR,2020,27,7302607.256659288,0.25925925925925924,15.803742137736586
CMR,2021,9,118229274.9658002,0.2222222222222222,18.588136313874003
COD,2000,6,50457547.369942896,0.0,17.736642914383367
COD,2002,2,59785698.9139476,0.0,17.90627705845049
COD,2003,2,15892914.940092389,0.0,16.581384029549785
COD,2004,4,8255363.80446736,0.0,15.926373826300253
COD,2005,1,0.0,0.0,0.0
COD,2006,6,407971764.8697183,0.0,19.826708528674207
COD,2007,6,277195799.913666,0.0,19.44023467694619
COD,2008,19,5084008212.465178,0.0,22.34936580582408
COD,2009,17,297709115.7173502,0.11764705882352941,19.511627449357718
COD,2010,12,69335880.3402831,0.0,18.054473098422452
COD,2011,26,1312503143.1477447,0.038461538461538464,20.995201947968322
COD,2012,14,110615858.0034158,0.0,18.521574027400685
COD,2013,12,11959276.509224692,0.0,16.297017895734367
COD,2014,12,269050789.5812542,0.0,19.410410732312982
COD,2015,40,686967619.4464892,0.0,20.347797717265827
COD,2016,15,2498275089.394061,0.2,21.638866366843597
COD,2017,19,1548301922.5855727,0.0,21.16042463417186
COD,2018,13,441914796.2544582,0.0,19.906627655067513
COD,2019,9,338303057.622905,0.0,19.639452674865563
COD,2020,11,172530949.16099775,0.09090909090909091,18.9660871995648
COD,2021,7,52906976.744186,0.14285714285714285,17.78404579255686
COG,2000,5,10853586.974635663,0.0,16.20000627219173
COG,2001,2,126833284.988327,0.0,18.658384073312636
COG,2002,1,24158020.2275759,0.0,17.000127024844545
COG,2003,6,660882761.6900928,0.0,20.309087018530107
COG,2004,1,7971782.42660322,0.0,15.891418793187547
COG,2005,3,1196898883.94565,0.0,20.902999786224527
COG,2006,10,791966715.4238416,0.0,20.490029924178266
COG,2007,12,1096063396.9153562,0.0,20.81499086861257
COG,2008,8,166583102.54230008,0.0,18.931004863239806
COG,2009,7,26967507.49569483,0.0,17.110143310266245
COG,2010,7,239689624.1617241,0.0,19.294855415871833
COG,2011,13,229904399.05849344,0.0,19.253174128560673
COG,2012,18,1418677609.2411063,0.0,21.072991014273633
COG,2013,21,711701633.9820329,0.0,20.3831693295579
COG,2014,9,454479125.94218445,0.0,19.93466254520748
COG,2015,5,8978204.55663162,0.0,16.010310593654655
COG,2016,4,1317194.7740105027,0.0,14.091015621166493
COG,2017,17,518652926.4531563,0.0,20.066745484197448
COG,2018,16,51025051.08972373,0.0,17.74782728752637
COG,2019,18,49309377.879490815,0.0,17.713624861882703
COG,2020,14,224199.4440442574,0.21428571428571427,12.320295770190302
COG,2021,9,6253446.341947234,0.3333333333333333,15.648643444362724
COK,2003,1,6794606.44589098,0.0,15.731639832874432
COK,2004,1,6041439.2984008,0.0,15.614153001484063
COK,2005,1,45839.0429403992,0.0,10.732913288133366
COK,2007,2,5757646.02522912,0.0,15.566039446647782
COK,2008,2,16254681.158526499,0.0,16.603891558070128
COK,2009,1,0.0,0.0,0.0
COK,2012,2,22856537.26097872,0.0,16.94474777271077
COK,2013,4,11946983.461173974,0.0,16.295989458151823
COK,2014,1,1933545.7997909,0.0,14.474866594438344
COK,2015,3,11549431.974022092,0.0,16.26214690056871
COK,2016,1,93772.625346556,0.0,11.448638915781657
COK,2017,2,11937004.8717733,0.0,16.295153869973955
COK,2020,4,258547.7660526826,0.0,12.462839605245517
COK,2021,2,228835.4609929069,0.0,12.340762883278206
COL,2003,1,559196.094478045,0.0,13.234257274033528
COL,2004,1,853060.924652486,0.0,13.656587420148897
COL,2005,2,0.0,0.0,0.0
COL,2006,3,1260.16296695323,0.0,7.139789563897922
COL,2007,1,0.0,0.0,0.0
COL,2008,2,114801319.92276272,0.0,18.558713548079385
COL,2009,4,9039043.356530923,0.0,16.017064014007243
COL,2010,7,244005759.15150127,0.0,19.312702390157114
COL,2011,1,53241.0887930176,0.0,10.882604505267187
COL,2012,1,0.0,0.0,0.0
COL,2013,2,1637.79806052012,0.0,7.401718362196375
COL,2014,2,181512.425867491,0.0,12.109084901672983
COL,2015,5,65466075.6402892,0.0,17.99704265255304
COL,2017,4,241184376.26448917,0.0,19.30107224984267
COL,2018,7,78175995.25586438,0.2857142857142857,18.174473205145933
COL,2019,6,504705223.82815135,0.0,20.039485103601173
COL,2020,29,268272385.24785244,0.13793103448275862,19.40751338892077
COL,2021,5,103221090.0,0.4,18.45238376028604
COM,2000,1,12839365.3933968,0.0,16.36802650869986
COM,2001,2,18648543.50713571,0.0,16.741278658495794
COM,2002,2,89389.0956437885,0.0,11.400765168042042
COM,2003,2,0.0,0.0,0.0
COM,2004,4,20723123.55186642,0.0,16.846760762821805
COM,2005,4,6547510.6200109925,0.0,15.694595630087285
COM,2006,2,2803611.04409886,0.0,14.846419159539606
COM,2007,1,575764.602522912,0.0,13.263455916791061
COM,2008,3,1535529.93400385,0.0,14.244386764543416
COM,2009,3,16628401.8757177,0.0,16.626622807814925
COM,2010,7,45735787.594685875,0.0,17.638391669619605
COM,2012,6,848403.283128187,0.0,13.651112550137274
COM,2013,3,608941.110939368,0.0,13.319478486245146
COM,2014,3,37597888.01293941,0.0,17.44245846351114
COM,2015,4,1195268.840996842,0.0,13.993882526222434
COM,2016,10,6740171.85745991,0.0,15.72359612906703
COM,2017,7,4040637.48652633,0.0,15.211913278669524
COM,2018,11,104561594.38824847,0.0,18.465286885276388
COM,2019,5,14853676.809189728,0.0,16.513758056467836
COM,2020,2,139199.9742106023,0.0,11.84367402549735
COM,2021,7,5400000.0,0.42857142857142855,15.501909696719672
CPV,2000,2,7130345.01665317,0.0,15.779870320897828
CPV,2001,5,17236118.09704603,0.0,16.662517687478516
CPV,2002,3,13153825.703797331,0.0,16.39222327834562
CPV,2003,2,0.0,0.0,0.0
CPV,2004,2,5694130.30471659,0.0,15.554946606743313
CPV,2005,1,8210882.78881006,0.0,15.920971123480316
CPV,2006,2,203194.90852567,0.0,12.22192585927543
CPV,2007,3,39176928.837028496,0.0,17.483598606946533
CPV,2008,4,45192467.30101953,0.0,17.626441000409635
CPV,2009,1,29928045.2640844,0.0,17.214306600855103
CPV,2010,2,0.0,0.0,0.0
CPV,2011,3,20966826.738548357,0.0,16.858452115256757
CPV,2012,7,112598068.85601246,0.0,18.539335131924478
CPV,2013,1,2278570.17476323,0.0,14.639059126750631
CPV,2014,4,2324899.9859578237,0.0,14.659188009411949
CPV,2015,8,14095014.233163409,0.0,16.461331763279208
CPV,2016,8,86866885.97662291,0.0,18.279887470168916
CPV,2017,12,90091342.07878926,0.0,18.316334636705967
CPV,2018,5,25667.2485271341,0.0,10.153010041195905
CPV,2019,6,50792.3155244208,0.0,10.835520040743672
CPV,2020,4,58633.9426253384,0.25,10.979086088389328
CPV,2021,4,2400000.0,0.25,14.690979711984754
CRI,2007,2,7577659.52497663,0.0,15.840715072114206
CRI,2008,4,81565346.82427418,0.0,18.216915070724912
CRI,2009,5,168363177.73909265,0.0,18.94163398229599
CRI,2010,4,83563.6161477744,0.0,11.33337545765558
CRI,2011,2,81626696.16902238,0.0,18.217666937614514
CRI,2012,3,104496996.6554,0.0,18.464668898386073
CRI,2013,4,453595002.2083979,0.0,19.93271529446264
CRI,2014,3,83089711.30766985,0.0,18.235431453216947
CRI,2015,4,160698.547266516,0.0,11.987291734462868
CRI,2016,1,0.0,0.0,0.0
CRI,2017,1,20234502.2224634,0.0,16.822899785581217
CRI,2018,2,18867420.784196388,0.0,16.752947277601702
CRI,2019,6,0.0,0.0,0.0
CRI,2020,16,56147246.87908406,0.25,17.843488224217932
CRI,2021,4,4826720.72593879,0.0,15.389678063496433
CUB,2000,1,0.0,0.0,0.0
CUB,2001,5,941955905.824094,0.0,20.663469023402744
CUB,2003,1,14616382.4422712,0.0,16.497653611115076
CUB,2004,9,68515832.537588,0.0,18.04257542305634
CUB,2005,3,762495211.4190458,0.0,20.452106787631436
CUB,2007,1,281404949.483073,0.0,19.455305294824832
CUB,2008,5,122646846.03746332,0.0,18.624819621346603
CUB,2009,7,842777838.0869843,0.0,20.55221394515727
CUB,2010,1,0.0,0.0,0.0
