Country Code,year,primary_net_female,primary_net_male,primary_net_pct,secondary_net_female,secondary_net_male,secondary_net_pct,tertiary_gross_female,tertiary_gross_male,tertiary_gross_pct,secondary_gender_gap,tertiary_gender_gap
AFE,2010,,,,,,,6.4226598739624,8.27505016326904,7.34631013870239,,-1.8523902893066397
AFE,2011,,,,,,,6.66951990127563,8.75815010070801,7.71177005767822,,-2.0886301994323793
AFE,2012,,,,,,,7.10451984405518,8.88735008239746,7.9946699142456,,-1.782830238342279
AFE,2013,,,,,,,7.3339900970459,9.0416202545166,8.18673038482666,,-1.7076301574706996
AFE,2014,,,,,,,7.40940999984741,9.17440986633301,8.29104042053223,,-1.7649998664855993
AFE,2015,,,,,,,7.53871011734009,9.32995986938477,8.43400001525879,,-1.7912497520446795
AFE,2016,,,,,,,7.71562004089355,9.42959022521973,8.57314014434814,,-1.7139701843261799
AFE,2017,,,,,,,7.9309401512146,9.49413013458252,8.71269035339355,,-1.56318998336792
AFE,2018,,,,,,,8.0177001953125,9.4838695526123,8.7509298324585,,-1.4661693572997994
AFE,2019,,,,,,,7.97016000747681,9.3754997253418,8.67273044586182,,-1.4053397178649902
AFE,2020,,,,,,,8.05679988861084,9.36713981628418,8.71187019348145,,-1.3103399276733398
AFE,2021,,,,,,,8.02046966552734,9.30325031280518,8.66186046600342,,-1.2827806472778391
AFG,2003,,,,,,,0.571370005607605,2.14711999893189,1.37434995174408,,-1.5757499933242851
AFG,2004,,,,,,,0.578159987926483,2.17249989509583,1.39064002037048,,-1.594339907169347
AFG,2007,,,,14.40342,37.98502,26.55995,,,,-23.581599999999998,
AFG,2009,,,,,,,1.4480299949646,6.33436012268066,3.93815994262695,,-4.886330127716059
AFG,2011,,,,,,,1.8252899646759,5.47669982910156,3.68686008453369,,-3.65140986442566
AFG,2013,,,,32.81661,58.91203,46.1909,,,,-26.095420000000004,
AFG,2014,,,,33.15745,58.33682,46.0584,3.49629998207092,13.104100227356,8.39764022827148,-25.179370000000006,-9.60780024528508
AFG,2015,,,,32.92914,57.33934,45.43273,,,,-24.410200000000003,
AFG,2016,,,,33.81677,58.86204,46.6585,,,,-25.045270000000002,
AFG,2017,,,,35.12171,61.08087,48.44288,,,,-25.959159999999997,
AFG,2018,,,,36.69527,62.88953,50.1407,5.02065992355347,14.7765998840332,9.99592018127441,-26.19426,-9.75593996047973
AFG,2020,,,,,,,5.93654012680054,15.5847797393799,10.85435962677,,-9.64823961257936
AFW,2000,,,,,,,3.72952008247375,6.15844011306763,4.95100021362305,,-2.4289200305938796
AFW,2001,,,,,,,4.06348991394043,6.78414011001587,5.43233013153076,,-2.7206501960754403
AFW,2002,,,,,,,4.42965984344482,7.42371988296509,5.93669986724854,,-2.99406003952027
AFW,2003,,,,,,,4.76814985275269,8.07135963439941,6.43214988708496,,-3.3032097816467205
AFW,2004,,,,,,,4.98808002471924,8.22708988189697,6.620689868927,,-3.239009857177731
AFW,2005,,,,,,,5.32982015609741,8.71543025970459,7.03709983825684,,-3.3856101036071795
AFW,2006,,,,,,,5.376540184021,8.77538013458252,7.09086990356445,,-3.39883995056152
AFW,2007,,,,,,,5.55767011642456,9.03394985198975,7.31161022186279,,-3.47627973556519
AFW,2008,,,,,,,5.72002983093262,9.34912014007568,7.55156993865967,,-3.62909030914306
AFW,2009,,,,,,,5.89408016204834,9.41895008087158,7.67314004898071,,-3.5248699188232404
AFW,2010,,,,,,,6.08655977249146,9.76231002807617,7.94076013565063,,-3.6757502555847097
AFW,2011,,,,,,,6.21005010604858,10.2214803695679,8.23383045196533,,-4.011430263519319
AFW,2012,,,,,,,6.53436994552612,10.6504697799683,8.61141014099121,,-4.11609983444218
AFW,2013,,,,,,,6.99527978897095,11.2306900024414,9.13339042663574,,-4.235410213470449
AFW,2014,,,,,,,7.21031999588013,11.5302801132202,9.39218044281006,,-4.319960117340071
AFW,2015,,,,,,,7.38692998886108,11.4749402999878,9.45302963256836,,-4.08801031112672
AFW,2016,,,,,,,7.29552984237671,11.1979904174805,9.26937007904053,,-3.902460575103791
AFW,2017,,,,,,,7.38944005966187,11.3570003509522,9.39776039123535,,-3.9675602912903303
AFW,2018,,,,,,,7.66539001464844,11.4625396728516,9.58899021148682,,-3.7971496582031596
AFW,2019,,,,,,,7.9415397644043,11.4861497879028,9.73875999450684,,-3.5446100234984996
AFW,2020,,,,,,,8.16154003143311,11.6578903198242,9.93537998199463,,-3.4963502883910884
AFW,2021,,,,,,,8.47974014282227,11.8494596481323,10.1902599334717,,-3.36971950531003
AGO,2002,,,,,,,0.620840013027191,0.948490023612976,0.783640027046204,,-0.3276500105857849
AGO,2003,,,,,,,,,2.87620997428894,,
AGO,2004,,,,,,,,,2.14597010612488,,
AGO,2005,,,,,,,,,2.6385600566864,,
AGO,2006,,,,,,,,,2.55977010726929,,
AGO,2008,70.36089,80.44834,75.37373,8.564,9.75279,9.15376,,,,-1.1887899999999991,
AGO,2009,69.2545,80.11782,74.65254,9.04349,10.22569,9.63002,,,,-1.1822,
AGO,2010,68.62343,83.07248,75.80242,10.07569,12.52422,11.29064,,,,-2.44853,
AGO,2011,67.27698,88.90347,78.02393,,,,3.51201096975863,9.39424990871936,6.44004138280629,,-5.88223893896073
AGO,2013,,,,,,,8.24013760158027,10.2153644368226,9.22339720175662,,-1.9752268352423297
AGO,2015,,,,,,,7.78538127997885,9.789487041765,8.78320868033121,,-2.0041057617861497
AGO,2016,,,,,,,8.91518937968949,10.657707355364,9.78287696232453,,-1.7425179756745095
AGO,2023,,,,,,,9.93361649716081,10.1656004608435,10.04935810264,,-0.23198396368269059
ALB,2000,95.3679,95.39781,95.38335,65.85455,67.50437,66.69051,,,,-1.6498199999999912,
ALB,2001,94.45652,93.3156,93.86551,67.42693,69.36766,68.41048,,,,-1.940730000000002,
ALB,2002,,,,,,,19.5883502960205,12.9456195831299,16.3895606994629,,6.6427307128906
ALB,2003,92.23154,91.20947,91.69871,,,,19.7989501953125,12.7166595458984,16.3662395477295,,7.0822906494141
ALB,2004,91.97377,89.95864,90.92345,,,,23.2279891967773,14.8595695495606,19.1295795440674,,8.368419647216701
ALB,2005,,,,,,,26.6828994750977,17.9951705932617,22.389009475708,,8.687728881835998
ALB,2006,,,,,,,30.5197200775146,21.9083309173584,26.2101001739502,,8.6113891601562
ALB,2007,,,,,,,35.5193481445312,25.0691299438477,30.2319297790527,,10.450218200683501
ALB,2008,87.34731,86.27404,86.78701,,,,36.394588470459,27.1613101959229,31.6839599609375,,9.233278274536097
ALB,2009,85.71818,84.99766,85.34118,,,,38.1325798034668,27.9654998779297,32.9239883422852,,10.167079925537095
ALB,2010,86.81675,85.18038,85.95611,,,,49.6336517333984,37.3697204589844,43.3279304504395,,12.263931274413999
ALB,2011,88.24009,85.88065,86.99052,,,,56.2686387324156,42.8959527680329,49.3997040639925,,13.372685964382704
ALB,2012,90.952,88.28107,89.53195,,,,66.9087611209798,50.7768712309329,58.6214186004979,,16.131889890046907
ALB,2013,93.70449,90.33588,91.90565,85.03466,83.80782,84.39599,73.0355050914662,55.1454075105893,63.8440585382953,1.2268399999999957,17.890097580876905
ALB,2014,,,93.78369,86.5061,86.28554,86.39145,75.6627224362502,55.9418921372798,65.5507096860696,0.22056000000000608,19.720830298970405
ALB,2015,,,94.17835,87.83338,86.97802,87.38842,71.7403206883066,52.6765625348076,61.9608485481051,0.8553600000000046,19.063758153498995
ALB,2016,,,94.05692,87.37654,85.66043,86.48091,69.4634217500182,48.1246508353167,58.4884791901189,1.7161100000000005,21.3387709147015
ALB,2017,,,95.53947,88.46079,85.06396,86.6726,69.6489676008613,46.8398087843691,58.0177836674929,3.3968300000000085,22.8091588164922
ALB,2018,,,94.52966,89.1819,84.32964,86.60827,67.0805071747503,45.1143786685694,56.0802964109938,4.852260000000001,21.966128506180894
ALB,2019,,,,,,,73.0472843844399,49.7005563627343,61.4085141527142,,23.34672802170561
ALB,2020,,,,,,,74.0293151569234,49.2399698624977,61.5853024328899,,24.7893452944257
ALB,2021,,,,,,,72.8731019839685,47.201688528224,59.9698690125562,,25.6714134557445
ALB,2022,,,,,,,74.8408843267243,50.6193427833757,62.647921513098,,24.221541543348593
ALB,2023,,,,,,,77.0315270509882,52.7499368314663,64.7293520237257,,24.281590219521902
AND,2002,,,,,,,7.43847990036011,7.18498992919922,7.30906009674072,,0.25348997116089045
AND,2003,,,,,,,8.69312000274658,8.95608043670654,8.82606983184814,,-0.26296043395995916
AND,2004,,,,,,,8.54111003875732,8.93795967102051,8.74042987823486,,-0.3968496322631889
AND,2005,,,,,,,8.83697032928467,8.09638977050781,8.45697021484375,,0.740580558776859
AND,2006,,,,,,,11.0764398574829,8.89729976654053,9.93558025360107,,2.1791400909423704
AND,2008,,,,,,,13.127799987793,9.05712985992432,11.0230503082275,,4.070670127868681
AND,2012,,,,,,,16.2323561346363,9.73137354282818,12.870249017038,,6.500982591808121
AND,2013,,,,,,,17.9807146908678,11.4093959731544,14.5405405405405,,6.5713187177134
AND,2014,,,,,,,16.4359861591695,10.9567901234568,13.5399673735726,,5.4791960357126985
AND,2015,,,,,,,17.2023809523809,10.8997429305913,13.8206896551724,,6.302638021789599
AND,2016,,,,,,,18.0109157064888,12.8323108384458,15.2011095700416,,5.178604868042999
AND,2017,,,,,,,17.5621028307337,14.0540540540541,15.6664896441848,,3.5080487766795994
AND,2018,,,,,,,16.9500531349628,14.6157472890146,15.7132150886835,,2.334305845948201
AND,2019,,,,,,,16.7792207792208,14.2463235294118,15.4352596927579,,2.5328972498090003
AND,2020,,,,,,,15.7946692991116,14.780292942743,15.2605749006777,,1.0143763563686008
AND,2021,,,,,,,16.7230546157564,14.1678129298487,15.4117647058823,,2.555241685907699
AND,2022,,,,,,,35.3111432706223,34.0126811594203,34.6414389161411,,1.2984621112019994
AND,2023,,,,,,,68.0038204393505,57.1937639198218,62.4106937082277,,10.810056519528707
ARB,2000,72.17208,81.01113,76.68457,48.55836,55.15492,51.92024,16.152530670166,17.5088691711426,16.8672409057617,-6.596559999999997,-1.356338500976598
ARB,2001,73.59948,82.059,77.92055,49.90597,56.46022,53.24759,16.8689403533936,17.9445495605469,17.4352397918701,-6.554249999999996,-1.075609207153299
ARB,2002,74.82221,82.92308,78.95745,50.77715,57.20318,54.05277,17.8973999023438,18.5274600982666,18.2287998199463,-6.426030000000004,-0.6300601959228018
ARB,2003,75.51832,83.13573,79.40602,52.62142,58.72127,55.7292,18.3915195465088,18.1928901672363,18.2871894836426,-6.099849999999996,0.19862937927250002
ARB,2004,76.23106,83.49415,79.93857,54.25793,60.58895,57.48235,19.3647308349609,19.4481391906738,19.4084701538086,-6.331019999999995,-0.08340835571290128
