Country Code,year,primary_enroll_gross_pct,secondary_enroll_gross_pct,tertiary_enroll_gross_pct,log_gdp_pc_current_usd,population_total,percent_urban,birth_rate_crude_per_1000,female_emp_ratio,industry_emp_pct,unemployment_pct,youth_emp_ratio,youth_unemp_pct,gdp_growth,gni_per_capita,poverty_3day
DEU,2000,105.392036437988,99.1294326782227,,10.082714993745883,82211508.0,80.0942160905637,9.3,44.948,33.5310714327787,7.917,46.127,8.545,2.8765231247659,26380.0,0.0
DEU,2001,106.650672912598,99.554801940918,,10.08072806211006,82349925.0,80.1070808273695,8.9,45.508,32.7815599937358,7.773,46.477,7.787,1.63614170690956,24990.0,0.0
DEU,2002,104.92115020752,100.853607177734,,10.145907875295809,82488495.0,80.1213973750556,8.7,45.508,32.3668135625331,8.482,45.393,9.285,-0.228255715793637,23920.0,0.0
DEU,2003,103.66805267334,101.226783752441,,10.332379505045171,82534176.0,80.1373116303862,8.6,45.345,31.3777391883868,9.779,44.03,11.024,-0.529801394291297,26470.0,0.2
DEU,2004,103.642723083496,101.377777099609,,10.450647108856282,82516260.0,80.1549694901257,8.6,44.728,31.2532116993414,10.727,41.301,12.984,1.16208684507278,32080.0,0.0
DEU,2005,103.440620422363,101.436492919922,,10.465512902419162,82469422.0,80.1745168510383,8.3,45.147,29.8396164797777,11.193,41.996,15.463,0.885485292551564,36310.0,0.0
DEU,2006,104.262641906738,102.486396789551,,10.518141563712833,82376451.0,80.1960996098884,8.2,46.441,29.8531977539054,10.277,43.961,13.402,3.86668241523209,38890.0,0.0
DEU,2007,104.793502807617,102.009773254395,,10.653745464215234,82266372.0,80.2198636634402,8.3,47.63,30.3601084856613,8.732,45.312,11.824,2.8891174138025,41130.0,0.0
DEU,2008,105.103981018066,103.240730285645,,10.744605602785109,82110097.0,80.2459549084581,8.3,47.982,29.3313900595113,7.508,46.546,10.929,0.887902330743628,44360.0,0.0
DEU,2009,104.816513061523,103.314292907715,,10.656597650446685,81902307.0,80.2745192417062,8.1,48.683,28.8260606145451,7.88,46.05,11.309,-5.54455451920674,44470.0,0.0
DEU,2010,104.337593078613,104.891357421875,,10.654832096152019,81776930.0,80.305702559949,8.3,49.065,28.7571845440313,7.043,46.138,10.416,4.13463778522758,45530.0,0.0
DEU,2011,104.415718078613,105.34651184082,,10.771238588826478,80274983.0,80.3405762928198,8.3,50.644,27.6642517502902,5.967,47.087,8.927,3.75796884489337,48200.0,0.0
DEU,2012,104.140548706055,104.442237854004,,10.708131740149913,80425823.0,80.393447520218,8.4,50.874,28.1974895392439,5.372,46.435,8.119,0.463512036709204,47480.0,0.0
DEU,2013,103.638671875,103.935333251953,60.8984489440918,10.762293977856173,80645605.0,80.4732318400362,8.5,51.49,27.7258458848951,5.316,47.018,7.825,0.396995583779145,48160.0,0.0
DEU,2014,102.62181854248,103.303871154785,65.1844787597656,10.798750729250589,80982500.0,80.57574023743,8.8,51.946,28.0851666953054,4.979,46.26,7.612,2.18018602168017,48610.0,0.0
DEU,2015,102.702461242676,102.192413330078,68.23291015625,10.643750994955075,81686611.0,80.6974371632814,9.0,52.152,27.6242257343991,4.612,45.355,7.328,1.66300602334775,46590.0,0.0
DEU,2016,101.406066894531,100.852310180664,67.9464111328125,10.667767205180603,82348669.0,80.8347870684725,9.6,52.768,27.33707604136,4.104,45.711,7.079,2.22222216259371,45340.0,0.0
DEU,2017,101.738708496094,101.095642089844,68.4692306518555,10.726652268871367,82657002.0,80.9842544038853,9.5,53.309,27.408028435384,3.781,46.614,6.77,2.797906720551,44730.0,0.2
DEU,2018,102.645378112793,100.837303161621,69.1634292602539,10.797863268279754,82905782.0,81.1423036204018,9.5,53.608,27.3456982131664,3.384,47.155,6.22,1.13569604599849,48770.0,0.0
DEU,2019,102.547470092773,101.152557373047,72.705078125,10.771768010581992,83092962.0,81.3053991689039,9.4,54.191,27.1495116563958,3.163,48.365,5.859,0.977734697038784,50350.0,0.2
DEU,2020,101.996658325195,101.307800292969,72.3894195556641,10.766269346780126,83160871.0,81.4700055002738,9.3,53.191,27.2304940804705,3.881,46.9,7.862,-4.13191443239947,48540.0,0.2
DEU,2021,101.346549987793,101.203536987305,75.6655426025391,10.865692813127952,83196078.0,81.6325870653934,9.6,53.291,27.3811673985671,3.594,49.271,6.665,3.90999994204108,52850.0,
DEU,2022,100.218132019043,100.81729888916,77.3656997680664,10.829857675525991,83177813.0,81.7867852780995,,53.943,26.7742975854336,3.137,50.23,6.049,1.8092581243061,55200.0,
DEU,2023,102.190689086914,100.603057861328,78.5947494506836,10.911021419964431,83287273.0,81.9034366692129,,54.226,26.3957028467134,3.071,50.873,6.02,-0.869647578573321,55420.0,
DJI,2000,,,0.257360011339188,6.603418190061566,747318.0,73.3486361649708,33.459,10.172,4.2635349258342,26.664,7.387,65.03,,,
DJI,2001,,,0.654820024967194,6.609529538378267,771313.0,72.8935327252495,33.267,10.259,4.23535856744218,26.597,7.101,65.648,,,
DJI,2002,,,0.934469997882843,6.610713905150923,795574.0,72.4503357641707,33.006,10.328,4.25449223110699,26.589,6.815,66.37,,,32.3
DJI,2003,,,1.14007997512817,6.639397896396814,813519.0,72.0304414068997,32.678,10.38,4.28527651887812,26.484,6.707,66.643,,,
DJI,2004,,,1.43494999408722,6.692408321270606,826124.0,71.6452457786012,31.601,10.394,4.32850624876017,26.441,6.649,66.899,,,
DJI,2005,,,2.15187001228333,6.73868358267973,839167.0,71.3061450044404,30.568,10.415,4.36652254670891,26.448,6.528,67.305,,,
DJI,2006,,,2.43639993667602,6.80068733776563,855764.0,71.0245352095823,29.391,10.486,4.4650687490944,26.382,6.354,67.666,,,
DJI,2007,,,2.70820999145508,6.876855995494581,874528.0,70.8118125191918,28.485,10.586,4.57927961381359,26.292,6.141,68.053,,,
DJI,2008,,,2.89696002006531,7.020326832620934,892734.0,70.6793730584341,27.554,10.694,4.74139802845852,26.183,5.933,68.403,,,
DJI,2009,,,3.63386988639831,7.048332181142906,911527.0,70.6383251554484,26.905,10.747,4.70074583563311,26.325,5.626,69.335,,,
DJI,2010,,,3.61855006217956,7.101044409404169,930251.0,70.6486554782903,26.291,10.818,4.74116174711499,26.368,5.379,70.021,,,
DJI,2011,,,5.16012001037598,7.174988844866695,948558.0,70.6776532458676,25.657,10.914,4.85545073304475,26.31,5.177,70.486,,,
DMA,2000,117.881462097168,106.89208984375,,8.490314979606692,68511.0,65.2352744316641,17.923,,,,,,2.3402193777688,4290.0,
DMA,2001,114.94367980957,109.117523193359,,8.617493675822304,68288.0,65.3586067945228,18.017,,,,,,-0.0638434428881567,4750.0,
DMA,2002,111.388298034668,112.225051879883,,8.610324244045463,68367.0,65.5209250395792,16.187,,,,,,-3.08742052359268,4720.0,
DMA,2003,107.957481384277,117.79776763916,,8.60290107363542,68531.0,65.7244163144059,15.605,,,,,,5.80495468629533,5310.0,
DMA,2004,104.842819213867,114.818801879883,,8.66195704949548,68649.0,65.9653093849432,15.239,,,,,,4.09783662273917,5640.0,
DMA,2005,104.067459106445,114.346900939941,,8.647383282294786,68734.0,66.2400724917823,15.019,,,,,,0.915286472779144,5670.0,
DMA,2006,102.460342407227,113.30908203125,,8.708768647791016,68806.0,66.5451738755145,15.546,,,,,,4.40077479812059,6070.0,
DMA,2007,103.040061950684,112.818580627441,,8.773235210525593,68847.0,66.877081776731,15.12,,,,,,5.3579375575878,6280.0,
DMA,2008,103.257247924805,110.860000610352,,8.849560778103609,68854.0,67.232264436023,14.668,,,,,,7.12131217762231,6880.0,
DMA,2009,104.64022064209,111.792961120605,,8.92098892074691,68864.0,67.6071900939817,14.252,,,,,,-1.13575145648322,7080.0,
DMA,2010,105.756985055231,108.655853271484,,8.929252463067273,68859.0,67.9983269911984,13.986,,,,,,-0.105610857694984,7250.0,
DMA,2011,107.474907554147,109.177848815918,,8.949677591586145,69053.0,68.3978165602727,13.719,,,,,,0.0427388878891435,7510.0,
DMA,2012,108.432130011989,102.783400809717,,8.926452428691555,69118.0,68.754609337094,13.87,,,,,,-0.15739179314221,7530.0,
DMA,2013,109.373698097486,,,8.964723421472065,69715.0,69.119704197722,13.294,,,,,,0.0045039972976042,7440.0,
DMA,2014,103.483055406132,93.3871994018555,,9.003531279161203,70373.0,69.4907847110252,13.684,,,,,,2.33521742067693,7670.0,
DMA,2015,103.668965517241,95.9454803466797,,9.021912056472,70410.0,69.8679153463528,13.106,,,,,,-3.37338262476895,7510.0,
