Country Code,year,avg_schooling_years,primary_enroll_gross_pct,secondary_enroll_gross_pct,tertiary_enroll_gross_pct,population_total,percent_urban,political_stability,log_gdp_pc_current_usd,join_year,treated,post_join
BTN,2003,,84.8784332275391,,,637663.0,29.6328608739429,0.918948590755463,6.9308685016855245,,0,0
BTN,2004,,88.8356399536133,,,650544.0,30.2914018195132,1.17205035686493,7.031175149850496,,0,0
BTN,2005,,92.4433975219727,43.8849105834961,4.87233018875122,661865.0,30.9379917831613,1.28448736667633,7.170849573669319,,0,0
BTN,2006,,97.0613403320312,46.4304084777832,5.12222003936768,670799.0,31.5664945864425,1.26451897621155,7.248935815440509,,0,0
BTN,2007,,101.103286743164,50.2249412536621,5.54621982574463,678641.0,32.1738216649326,0.56852650642395,7.523705871007193,,0,0
BTN,2008,,104.533050537109,53.5040893554688,6.58204984664917,686351.0,32.76371954591,0.720669388771057,7.560391744154841,,0,0
BTN,2009,,109.009880065918,58.5537414550781,6.29682016372681,693988.0,33.3396804958817,0.803496658802032,7.559765828086594,,0,0
BTN,2010,,111.975852966309,62.9354400634766,6.57718143152316,701632.0,33.9051967813552,0.742221653461456,7.798350615971327,,0,0
BTN,2011,,113.566772460938,66.9861221313477,7.70502526511554,709377.0,34.4637606688377,0.826495349407196,7.933431100431924,,0,0
BTN,2012,2.22245,113.019607543945,72.1302185058594,7.60806024678839,717279.0,35.0188644248365,0.776309490203857,7.920160553048764,,0,0
BTN,2013,,106.841247558594,76.680793762207,10.362939215902,725273.0,35.5740003158589,0.784624874591827,7.893927298470484,,0,0
BTN,2014,,104.719581604004,84.1404190063477,,733139.0,36.1326606084122,1.06803858280182,7.955249691726164,,0,0
BTN,2015,,103.099495619907,85.2313079833984,,740618.0,36.6983375690037,0.960772633552551,7.991267743318724,,0,0
BTN,2016,,101.324020385742,85.6766128540039,,747866.0,37.2745234641407,1.1060882806778,8.056207672841143,,0,0
BTN,2017,4.0738,99.7447717881834,86.5600433349609,14.8354989456323,754335.0,37.8645544995016,1.1027946472168,8.142147111766391,,0,0
BTN,2018,,99.3060254263897,87.5722870683987,14.9303808051574,759759.0,38.4661892776975,1.07766103744507,8.131884816270093,,0,0
BTN,2019,,97.989926908949,90.6185575459377,15.9420291550317,764824.0,39.0746823405146,1.06547141075134,8.182525689163231,,0,0
BTN,2020,,103.826009511759,89.7711428873908,16.8650740250552,770006.0,39.6888839873439,1.01348912715912,8.068612544998823,,0,0
BTN,2021,,105.461046747645,92.5248380307052,14.7382447141292,775442.0,40.3075199874379,0.797255098819733,8.180772475814235,,0,0
BTN,2022,,105.266151405341,89.9829129407455,14.5780698560857,780914.0,40.9365143617581,1.00934255123138,8.219414365822487,,0,0
BTN,2023,,106.687397950258,86.8564415582911,15.0074996948242,786385.0,41.7352457989939,0.982800424098969,8.251227040221957,,0,0
BTN,2024,,114.881123575514,86.1810001963554,13.011259392916,791524.0,42.5645249803412,,,,0,0
BWA,1990,,109.420013427734,43.0783309936523,,1305696.0,43.6455666126291,,7.973897341355394,2021.0,1,0
BWA,1991,,111.721710205078,51.9570999145508,4.35687017440796,1341756.0,45.5396336959653,,7.986026900679344,2021.0,1,0
BWA,1992,,109.231819152832,51.1772499084473,,1380033.0,46.7985294866841,,8.008236697612338,2021.0,1,0
BWA,1993,,107.772499084473,55.1363792419434,5.16587018966675,1420115.0,47.8662437145732,,7.982904855082722,2021.0,1,0
BWA,1994,,107.288078308105,53.1301307678223,5.62313985824585,1460023.0,48.7932865701141,,7.978741162538609,2021.0,1,0
BWA,1995,,106.133697509766,58.8820610046387,5.28647994995117,1498836.0,49.6118603364468,,8.057435119187714,2021.0,1,0
BWA,1996,,106.946533203125,,5.66145992279053,1535914.0,50.354167296711,1.01524519920349,8.057462583705625,2021.0,1,0
BWA,1997,,107.549926757812,,,1571691.0,51.0524097340465,,8.069399035459014,2021.0,1,0
BWA,1998,,106.839622497559,74.405143737793,5.96113014221191,1606899.0,51.7387899315932,0.955491304397583,8.000415353994683,2021.0,1,0
BWA,1999,,107.014381408691,75.0786209106445,6.25281000137329,1641997.0,52.4455101724909,,8.114024233237291,2021.0,1,0
BWA,2000,,107.469581604004,76.1968231201172,6.98083019256592,1677382.0,53.2047727398794,1.07435250282288,8.146654533402572,2021.0,1,0
BWA,2001,,108.973907470703,75.3002014160156,7.48678016662598,1712254.0,54.0489894446035,,8.073113412386435,2021.0,1,0
BWA,2002,,109.583213806152,75.8795700073242,7.80341005325317,1744763.0,55.0142988603802,0.87326443195343,8.045027505595328,2021.0,1,0
BWA,2003,,110.270523071289,76.5648727416992,9.07960033416748,1775736.0,56.0979233496432,1.10493755340576,8.350222785039044,2021.0,1,0
BWA,2004,,110.615211486816,78.3988189697266,9.56877994537354,1807146.0,57.2582489329358,0.916688740253448,8.508695765810023,2021.0,1,0
BWA,2005,,111.46208190918,79.5636215209961,9.23077964782715,1839877.0,58.4535554684584,1.06357252597809,8.592684776800594,2021.0,1,0
BWA,2006,,112.33056640625,81.6948394775391,10.0698099136353,1874516.0,59.6421228144112,1.01710987091064,8.574061834994886,2021.0,1,0
BWA,2007,,111.439659118652,82.4867095947266,10.2232799530029,1911201.0,60.7822308289942,1.05613911151886,8.617965833195525,2021.0,1,0
BWA,2008,,110.978363037109,77.806510925293,14.2659397125244,1949970.0,61.8321593704079,1.03310561180115,8.613243815777116,2021.0,1,0
BWA,2009,,111.213661193848,,21.9871006011963,1990673.0,62.7501882968523,0.953861236572266,8.53384062737113,2021.0,1,0
BWA,2010,,,,19.5398902893066,2033111.0,63.4945974665277,0.991209805011749,8.73499967159434,2021.0,1,0
BWA,2011,,,,17.5134506225586,2073535.0,64.0187810722889,1.06444656848907,8.894036983298776,2021.0,1,0
BWA,2012,,107.411979939614,,21.6663608551025,2108617.0,64.3993247826904,1.10404145717621,8.794300313178857,2021.0,1,0
BWA,2013,,105.315561116255,,26.3370990753174,2140682.0,64.7579735458393,1.10234701633453,8.805062075792815,2021.0,1,0
BWA,2014,,101.616607294624,,24.8355648460166,2172044.0,65.0965122400825,1.01184713840485,8.871135397616259,2021.0,1,0
BWA,2015,,101.623352050781,,26.8692925538756,2203273.0,65.4103584313295,1.03136825561523,8.722938905800534,2021.0,1,0
BWA,2016,,,,22.6605855291776,2234776.0,65.6949296854899,0.979198038578033,8.817306664329385,2021.0,1,0
BWA,2017,,,,21.4762885165012,2266747.0,65.9456435684731,1.00929582118988,8.868689711957996,2021.0,1,0
BWA,2018,,,,,2299141.0,66.1579176461888,0.958469867706299,8.910445276771176,2021.0,1,0
BWA,2019,,,,21.4965480211896,2332083.0,66.3271694845464,1.09532988071442,8.878091742427998,2021.0,1,0
BWA,2020,,,,22.4017870513653,2365894.0,66.4488166494554,1.01316809654236,8.75215423972225,2021.0,1,0
BWA,2021,,104.619979858398,70.6292572021484,21.2032904951187,2401441.0,66.5182767068255,1.04140710830688,8.963017844181403,2021.0,1,1
BWA,2022,,109.27325614686,,20.7095613715302,2439892.0,66.5889787170477,1.0739837884903,9.027583807452077,2021.0,1,1
BWA,2023,,,,20.5658232475186,2480244.0,67.0212655349864,1.03843998908997,8.965379770794552,2021.0,1,1
BWA,2024,,,,21.4087908549348,2521139.0,67.4623537838418,,8.948553855858682,2021.0,1,1
CAF,1990,,71.3577728271484,12.1238403320312,1.32114005088806,2871910.0,37.2008008942142,,6.2199064386679,2021.0,1,0
CAF,1991,,64.9651412963867,12.2781200408935,1.43098998069763,2963191.0,37.2682293278798,,6.143817076144316,2021.0,1,0
CAF,1992,,56.0248184204102,10.2222499847412,1.34974002838135,3058831.0,37.3280641352245,,6.13683530344338,2021.0,1,0
CAF,1993,,,,,3157839.0,37.3817062823325,,6.006241199988494,2021.0,1,0
CAF,1994,,,,,3257954.0,37.4305567352881,,5.569337893428368,2021.0,1,0
CAF,1995,,,,,3348052.0,37.4760164601754,,5.811577613913052,2021.0,1,0
