Country Code,year,birth_rate_crude_per_1000
MNE,2004,12.8
MAR,2004,21.686
MOZ,2004,41.638
MMR,2004,21.531
NAM,2004,28.918
NRU,2004,28.1
NPL,2004,26.837
NLD,2004,11.9
NCL,2004,18.372
NZL,2004,14.2
NIC,2004,25.675
NER,2004,51.776
NGA,2004,43.474
MKD,2004,11.5
MNP,2004,22.887
NOR,2004,12.4
OMN,2004,21.785
PAK,2004,33.21
PLW,2004,14.027
PAN,2004,22.548
PNG,2004,33.206
PRY,2004,24.089
PER,2004,22.392
PHL,2004,27.629
POL,2004,9.3
PRT,2004,10.4
PRI,2004,13.16
QAT,2004,16.259
ROU,2004,10.1
RUS,2004,10.4
RWA,2004,41.145
WSM,2004,29.774
SMR,2004,10.4
STP,2004,39.206
SAU,2004,21.274
SEN,2004,38.381
SRB,2004,10.5
SYC,2004,17.4
SLE,2004,42.465
SGP,2004,10.3
SXM,2004,13.698
SVK,2004,10.0
SVN,2004,9.0
SLB,2004,34.288
SOM,2004,49.904
ZAF,2004,22.136
SSD,2004,45.513
ESP,2004,10.6
LKA,2004,18.826
KNA,2004,16.511
LCA,2004,16.028
MAF,2004,23.849
VCT,2004,17.113
SDN,2004,39.967
SUR,2004,22.053
SWE,2004,11.2
CHE,2004,9.9
SYR,2004,29.117
TJK,2004,29.889
TZA,2004,41.527
THA,2004,13.82
TLS,2004,37.526
TGO,2004,37.14
TON,2004,29.997
TTO,2004,14.286
TUN,2004,16.333
TUR,2004,18.857
TKM,2004,22.76
TCA,2004,18.882
TUV,2004,23.09
UGA,2004,46.508
UKR,2004,8.959
ARE,2004,15.115
GBR,2004,11.9
USA,2004,14.0
URY,2004,15.078
UZB,2004,20.605
VUT,2004,31.408
VEN,2004,22.42
VNM,2004,17.996
VIR,2004,14.5
PSE,2004,38.1
YEM,2004,38.911
ZMB,2004,43.921
ZWE,2004,36.326
AFE,2004,40.0101592364679
AFW,2004,42.654618566425
ARB,2004,28.3974113432935
CSS,2004,17.9567096086355
CEB,2004,9.49946853674401
EAR,2004,25.5351208911517
EAS,2004,14.3251714587821
EAP,2004,14.9277249100667
TEA,2004,14.9320745103376
EMU,2004,10.384854519245
ECS,2004,11.8599211735849
ECA,2004,15.9882319033094
TEC,2004,13.0905642983861
EUU,2004,10.248175728541
FCS,2004,37.2434314684901
HPC,2004,41.9197259071889
HIC,2004,11.5181589298306
IBD,2004,18.6604150308674
IBT,2004,22.769810543808
IDB,2004,37.0255652706779
IDX,2004,36.204596578267
IDA,2004,36.4914026072193
LTE,2004,13.4654168851534
LCN,2004,20.2629902136666
LAC,2004,20.4699905607554
TLA,2004,20.5119379495093
LDC,2004,37.5344934459906
LMY,2004,22.9944350141196
LIC,2004,41.0362051292584
LMC,2004,28.1256855777801
MEA,2004,27.8998398583134
MNA,2004,28.4553314209023
TMN,2004,28.3931950629986
MIC,2004,21.6211969652072
NAC,2004,13.6652065593883
INX,2004,
OED,2004,13.0978358622457
OSS,2004,21.4077461009527
PSS,2004,28.5582389153136
PST,2004,11.2131996084835
PRE,2004,42.7981943318295
SST,2004,21.4836161658161
SAS,2004,25.2577252732579
TSA,2004,25.2577252732579
SSF,2004,41.082805567921
SSA,2004,40.9040619935901
TSS,2004,41.082805567921
UMC,2004,15.5314658528461
WLD,2004,20.9568469868727
AFG,2005,44.952
ALB,2005,13.862
DZA,2005,21.136
ASM,2005,27.578
AND,2005,10.502
AGO,2005,46.342
ATG,2005,15.613
ARG,2005,18.306
ARM,2005,11.9
ABW,2005,12.936
AUS,2005,12.8
AUT,2005,9.5
AZE,2005,16.9
BHS,2005,16.086
BHR,2005,19.354
BGD,2005,26.055
BRB,2005,12.913
BLR,2005,9.3
BEL,2005,11.4
BLZ,2005,26.722
BEN,2005,41.087
BMU,2005,11.379
BTN,2005,21.114
BOL,2005,27.332
BIH,2005,9.81
BWA,2005,27.706
BRA,2005,17.176
VGB,2005,11.138
BRN,2005,16.713
BGR,2005,9.3
BFA,2005,44.058
BDI,2005,46.154
CPV,2005,22.797
KHM,2005,26.104
CMR,2005,41.319
CAN,2005,10.7
CYM,2005,14.777
CAF,2005,41.775
TCD,2005,50.672
CHI,2005,10.2
CHL,2005,14.23
CHN,2005,12.4
COL,2005,19.579
COM,2005,34.445
COD,2005,43.728
COG,2005,37.033
CRI,2005,17.253
CIV,2005,41.927
HRV,2005,9.563
CUB,2005,10.619
CUW,2005,13.391
CYP,2005,11.702
CZE,2005,10.0
DNK,2005,11.9
DJI,2005,30.568
DMA,2005,15.019
DOM,2005,22.464
ECU,2005,23.317
EGY,2005,26.566
SLV,2005,21.373
GNQ,2005,39.915
ERI,2005,36.369
EST,2005,10.6
SWZ,2005,32.535
ETH,2005,42.104
FRO,2005,14.7
FJI,2005,24.003
FIN,2005,11.0
FRA,2005,12.8
PYF,2005,17.925
GAB,2005,32.682
GMB,2005,39.686
GEO,2005,12.563
DEU,2005,8.3
GHA,2005,34.403
GIB,2005,11.462
GRC,2005,9.8
GRL,2005,15.6
GRD,2005,17.02
GUM,2005,19.442
GTM,2005,30.777
GIN,2005,40.411
GNB,2005,40.571
GUY,2005,21.664
HTI,2005,29.158
HND,2005,29.613
HKG,2005,8.4
HUN,2005,9.7
ISL,2005,14.4
IND,2005,24.304
IDN,2005,21.018
IRN,2005,16.385
IRQ,2005,33.944
IRL,2005,14.8
IMN,2005,11.598
ISR,2005,20.8
ITA,2005,9.5
JAM,2005,18.357
JPN,2005,8.4
JOR,2005,27.156
KAZ,2005,19.43
KEN,2005,38.783
KIR,2005,29.181
PRK,2005,13.903
KOR,2005,9.0
XKX,2005,20.077
KWT,2005,22.315
KGZ,2005,21.3
LAO,2005,28.788
LVA,2005,9.8
LBN,2005,18.668
LSO,2005,28.561
LBR,2005,40.619
LBY,2005,23.903
LIE,2005,11.0
LTU,2005,8.9
LUX,2005,11.5
MAC,2005,7.8
MDG,2005,38.446
MWI,2005,44.003
MYS,2005,17.94
MDV,2005,18.322
MLI,2005,47.891
MLT,2005,9.6
MHL,2005,37.188
MRT,2005,38.436
MUS,2005,15.3
MEX,2005,21.912
FSM,2005,28.391
MDA,2005,13.119
MCO,2005,10.735
MNG,2005,18.566
MNE,2005,12.0
MAR,2005,21.818
MOZ,2005,41.356
MMR,2005,20.966
NAM,2005,29.316
NRU,2005,28.451
NPL,2005,25.837
NLD,2005,11.5
NCL,2005,18.105
NZL,2005,13.96
NIC,2005,25.611
NER,2005,51.417
NGA,2005,43.37
MKD,2005,11.0
MNP,2005,22.96
NOR,2005,12.3
OMN,2005,20.933
PAK,2005,32.887
PLW,2005,13.94
PAN,2005,22.1
PNG,2005,32.813
PRY,2005,23.72
PER,2005,22.089
PHL,2005,27.154
POL,2005,9.5
PRT,2005,10.4
PRI,2005,12.96
QAT,2005,15.436
ROU,2005,10.4
RUS,2005,10.2
RWA,2005,40.638
WSM,2005,29.522
SMR,2005,9.5
STP,2005,38.979
SAU,2005,21.062
SEN,2005,37.984
SRB,2005,9.7
SYC,2005,18.5
SLE,2005,41.97
SGP,2005,10.2
SXM,2005,13.505
SVK,2005,10.1
SVN,2005,9.1
SLB,2005,34.027
SOM,2005,49.615
ZAF,2005,22.718
SSD,2005,44.3
ESP,2005,10.6
LKA,2005,18.716
KNA,2005,16.324
LCA,2005,15.632
MAF,2005,23.141
VCT,2005,16.883
SDN,2005,39.612
SUR,2005,21.701
SWE,2005,11.2
CHE,2005,9.8
SYR,2005,28.828
TJK,2005,29.27
TZA,2005,41.465
THA,2005,13.488
TLS,2005,36.236
TGO,2005,37.434
TON,2005,30.013
TTO,2005,14.33
TUN,2005,16.496
TUR,2005,18.794
TKM,2005,23.264
TCA,2005,18.287
TUV,2005,22.746
UGA,2005,45.833
UKR,2005,9.12
ARE,2005,14.343
GBR,2005,12.0
USA,2005,14.0
URY,2005,15.096
UZB,2005,20.404
VUT,2005,31.235
VEN,2005,22.373
VNM,2005,17.369
VIR,2005,14.8
PSE,2005,37.3
YEM,2005,38.39
ZMB,2005,43.838
ZWE,2005,35.803
AFE,2005,39.8397725808245
AFW,2005,42.5783285435317
ARB,2005,28.3268115025882
CSS,2005,17.8212553056352
CEB,2005,9.76067384088354
EAR,2005,25.0682540596777
EAS,2005,14.3056929493526
EAP,2005,14.9466451331386
TEA,2005,14.960289917537
EMU,2005,10.2753352081178
ECS,2005,11.8419853434858
ECA,2005,16.0785405143134
TEC,2005,13.1222999829906
EUU,2005,10.2159851116368
FCS,2005,37.0820067389086
HPC,2005,41.6393662194004
HIC,2005,11.4246550067803
IBD,2005,18.4618827922537
IBT,2005,22.5818481965561
IDB,2005,36.8093184158841
IDX,2005,35.8150404397274
IDA,2005,36.1627992220949
LTE,2005,13.4425441754759
LCN,2005,19.9041593271576
LAC,2005,20.0767901171622
TLA,2005,20.1547871870532
LDC,2005,37.1176372706238
LMY,2005,22.7888647706344
LIC,2005,40.7282220597417
LMC,2005,27.5705745044307
MEA,2005,27.7435927588805
MNA,2005,28.3271537027387
TMN,2005,28.2691809037303
MIC,2005,21.4021798546641
NAC,2005,13.6749291765714
INX,2005,
OED,2005,12.9646858598145
OSS,2005,21.0974346164886
PSS,2005,28.402605260114
PST,2005,11.1312405122123
PRE,2005,42.5722377107222
SST,2005,21.2522699998162
SAS,2005,24.4352771431655
TSA,2005,24.4352771431655
SSF,2005,40.9517823966006
SSA,2005,40.8256640223537
TSS,2005,40.9517823966006
UMC,2005,15.5729072686173
WLD,2005,20.7895225373151
AFG,2006,44.087
ALB,2006,12.977
DZA,2006,21.998
ASM,2006,26.017
AND,2006,10.498
AGO,2006,46.123
ATG,2006,15.461
ARG,2006,18.161
ARM,2006,12.0
ABW,2006,13.681
AUS,2006,12.9
AUT,2006,9.4
AZE,2006,17.6
BHS,2006,16.028
BHR,2006,18.079
BGD,2006,25.252
BRB,2006,12.553
BLR,2006,9.9
BEL,2006,11.6
BLZ,2006,25.52
BEN,2006,41.341
BMU,2006,11.128
BTN,2006,20.971
BOL,2006,27.342
BIH,2006,9.551
BWA,2006,28.141
BRA,2006,16.691
VGB,2006,10.389
BRN,2006,16.262
BGR,2006,9.7
BFA,2006,44.381
BDI,2006,46.575
CPV,2006,21.612
KHM,2006,26.127
CMR,2006,41.115
CAN,2006,11.0
CYM,2006,14.739
CAF,2006,42.193
TCD,2006,50.303
CHI,2006,10.2
CHL,2006,13.995
CHN,2006,12.09
COL,2006,18.965
COM,2006,34.3
COD,2006,43.973
COG,2006,37.097
CRI,2006,16.429
CIV,2006,41.441
HRV,2006,9.33
CUB,2006,9.874
CUW,2006,13.6
CYP,2006,12.023
CZE,2006,10.3
DNK,2006,12.0
DJI,2006,29.391
DMA,2006,15.546
DOM,2006,21.86
ECU,2006,22.968
EGY,2006,26.562
SLV,2006,20.972
GNQ,2006,39.682
ERI,2006,36.179
EST,2006,11.0
SWZ,2006,32.232
ETH,2006,41.086
FRO,2006,13.8
FJI,2006,23.964
FIN,2006,11.2
FRA,2006,13.1
PYF,2006,18.184
GAB,2006,32.612
GMB,2006,39.884
GEO,2006,12.906
DEU,2006,8.2
GHA,2006,33.877
GIB,2006,11.733
GRC,2006,10.2
GRL,2006,14.8
GRD,2006,16.903
GUM,2006,20.461
GTM,2006,30.024
GIN,2006,40.307
GNB,2006,40.253
GUY,2006,21.72
HTI,2006,28.881
HND,2006,28.743
HKG,2006,9.6
HUN,2006,9.9
ISL,2006,14.5
IND,2006,23.564
IDN,2006,20.943
IRN,2006,16.725
IRQ,2006,34.964
IRL,2006,15.3
IMN,2006,11.674
ISR,2006,21.0
ITA,2006,9.6
JAM,2006,17.85
JPN,2006,8.7
JOR,2006,26.457
KAZ,2006,20.462
KEN,2006,38.492
KIR,2006,29.738
PRK,2006,14.021
KOR,2006,9.2
XKX,2006,19.688
KWT,2006,21.495
KGZ,2006,23.1
LAO,2006,28.365
LVA,2006,10.3
LBN,2006,18.27
LSO,2006,28.627
LBR,2006,40.842
LBY,2006,23.931
LIE,2006,10.3
LTU,2006,9.1
LUX,2006,11.7
MAC,2006,8.1
MDG,2006,38.007
MWI,2006,43.755
MYS,2006,17.395
MDV,2006,18.819
MLI,2006,47.602
MLT,2006,9.3
MHL,2006,36.551
MRT,2006,38.762
MUS,2006,14.3
MEX,2006,21.482
FSM,2006,27.762
MDA,2006,13.298
MCO,2006,11.072
MNG,2006,19.96
MNE,2006,12.3
MAR,2006,21.858
MOZ,2006,41.117
MMR,2006,20.599
NAM,2006,29.734
NRU,2006,29.076
NPL,2006,24.936
NLD,2006,11.3
NCL,2006,18.028
NZL,2006,14.14
NIC,2006,25.428
NER,2006,50.967
NGA,2006,43.172
MKD,2006,11.1
MNP,2006,24.494
NOR,2006,12.6
OMN,2006,20.211
PAK,2006,33.162
PLW,2006,13.81
PAN,2006,21.784
PNG,2006,32.362
PRY,2006,23.301
PER,2006,21.821
PHL,2006,27.419
POL,2006,9.8
PRT,2006,10.0
PRI,2006,12.41
QAT,2006,11.972
ROU,2006,10.4
RUS,2006,10.3
RWA,2006,39.861
WSM,2006,29.326
SMR,2006,10.0
STP,2006,38.851
SAU,2006,21.35
SEN,2006,37.583
SRB,2006,9.58
SYC,2006,17.3
SLE,2006,41.807
SGP,2006,10.3
SXM,2006,13.688
SVK,2006,10.0
SVN,2006,9.4
SLB,2006,33.993
SOM,2006,49.391
ZAF,2006,23.144
SSD,2006,43.183
ESP,2006,10.8
LKA,2006,18.852
KNA,2006,16.131
LCA,2006,15.302
MAF,2006,22.291
VCT,2006,16.483
SDN,2006,39.187
SUR,2006,21.673
SWE,2006,11.7
CHE,2006,9.8
SYR,2006,28.273
TJK,2006,29.227
TZA,2006,40.973
THA,2006,13.208
TLS,2006,35.061
TGO,2006,37.661
TON,2006,29.519
TTO,2006,14.39
TUN,2006,16.612
TUR,2006,18.686
TKM,2006,23.663
TCA,2006,17.721
TUV,2006,22.438
UGA,2006,45.184
UKR,2006,9.787
ARE,2006,12.292
GBR,2006,12.3
USA,2006,14.3
URY,2006,14.829
UZB,2006,20.919
VUT,2006,31.373
VEN,2006,22.104
VNM,2006,17.249
VIR,2006,13.2
PSE,2006,36.7
YEM,2006,38.152
ZMB,2006,43.681
ZWE,2006,35.203
AFE,2006,39.5597498245471
AFW,2006,42.3868159929316
ARB,2006,28.3445733481459
CSS,2006,17.7231377053221
CEB,2006,9.95849846965394
EAR,2006,24.6818952567978
EAS,2006,14.1359413520813
EAP,2006,14.7227490507555
TEA,2006,14.7319240283008
EMU,2006,10.3668507627587
ECS,2006,12.0432818254215
ECA,2006,16.4541656439665
TEC,2006,13.3895019248014
EUU,2006,10.3430954072912
FCS,2006,36.9731827398737
HPC,2006,41.2868015079011
HIC,2006,11.612885484503
IBD,2006,18.1787800446877
IBT,2006,22.3539297536587
IDB,2006,36.8229826355316
IDX,2006,35.4544143170302
IDA,2006,35.9335189960629
LTE,2006,13.2051712938686
LCN,2006,19.4868885473873
LAC,2006,19.6434860053535
TLA,2006,19.7419800799959
LDC,2006,36.736958360356
LMY,2006,22.5466435524367
LIC,2006,40.5326046035161
LMC,2006,27.157705481854
MEA,2006,27.8895107368461
MNA,2006,28.5205717978745
TMN,2006,28.4675775011411
MIC,2006,21.1326049654279
NAC,2006,13.9746836502616
INX,2006,
OED,2006,13.0882262104573
OSS,2006,20.8158544763913
PSS,2006,28.346411440733
PST,2006,11.3721646548945
PRE,2006,42.3994991983981
SST,2006,21.0486914827158
SAS,2006,23.6989133900521
TSA,2006,23.6989133900521
SSF,2006,40.7087657897637
SSA,2006,40.6692592313051
TSS,2006,40.7087657897637
UMC,2006,15.3843120710323
WLD,2006,20.6403670214287
AFG,2007,43.831
ALB,2007,12.439
DZA,2007,22.873
ASM,2007,24.482
AND,2007,10.04
AGO,2007,45.838
ATG,2007,15.59
ARG,2007,17.967
ARM,2007,12.9
ABW,2007,13.38
AUS,2007,14.1
AUT,2007,9.2
AZE,2007,17.7
BHS,2007,16.125
BHR,2007,16.962
BGD,2007,24.526
BRB,2007,12.85
BLR,2007,10.7
BEL,2007,11.7
BLZ,2007,24.448
BEN,2007,40.961
BMU,2007,11.608
BTN,2007,20.795
BOL,2007,26.874
BIH,2007,9.555
BWA,2007,28.335
BRA,2007,16.243
VGB,2007,11.059
BRN,2007,15.943
BGR,2007,10.0
BFA,2007,44.191
BDI,2007,46.726
CPV,2007,20.583
KHM,2007,26.209
CMR,2007,40.897
CAN,2007,11.3
CYM,2007,14.803
CAF,2007,42.192
TCD,2007,50.107
CHI,2007,10.5
CHL,2007,14.194
CHN,2007,12.1
COL,2007,18.552
COM,2007,34.137
COD,2007,43.961
COG,2007,37.217
CRI,2007,16.604
CIV,2007,40.961
HRV,2007,9.4
CUB,2007,10.021
CUW,2007,13.4
CYP,2007,11.633
CZE,2007,11.1
DNK,2007,11.7
DJI,2007,28.485
DMA,2007,15.12
DOM,2007,21.829
ECU,2007,22.604
EGY,2007,26.849
SLV,2007,20.566
GNQ,2007,39.388
ERI,2007,34.965
EST,2007,11.8
SWZ,2007,32.163
ETH,2007,40.054
FRO,2007,14.0
FJI,2007,23.716
FIN,2007,11.1
FRA,2007,12.8
PYF,2007,17.391
GAB,2007,32.585
GMB,2007,39.537
GEO,2007,13.591
DEU,2007,8.3
GHA,2007,33.223
GIB,2007,12.024
GRC,2007,10.1
GRL,2007,15.1
GRD,2007,16.802
GUM,2007,20.961
GTM,2007,29.422
GIN,2007,40.207
GNB,2007,40.016
GUY,2007,21.887
HTI,2007,28.55
HND,2007,28.114
HKG,2007,10.2
HUN,2007,9.7
ISL,2007,14.6
IND,2007,22.932
IDN,2007,20.968
IRN,2007,16.971
IRQ,2007,34.503
IRL,2007,16.2
IMN,2007,11.664
ISR,2007,21.1
ITA,2007,9.6
JAM,2007,17.308
JPN,2007,8.6
JOR,2007,28.189
KAZ,2007,21.533
KEN,2007,38.299
KIR,2007,30.347
PRK,2007,13.856
KOR,2007,10.1
XKX,2007,19.453
KWT,2007,20.624
KGZ,2007,23.4
LAO,2007,28.124
LVA,2007,10.9
LBN,2007,17.945
LSO,2007,29.484
LBR,2007,40.397
LBY,2007,23.712
LIE,2007,10.0
LTU,2007,9.3
LUX,2007,11.4
MAC,2007,8.7
MDG,2007,37.754
MWI,2007,43.274
MYS,2007,17.091
MDV,2007,19.955
MLI,2007,47.394
MLT,2007,9.3
MHL,2007,35.59
MRT,2007,39.041
MUS,2007,13.7
MEX,2007,21.11
FSM,2007,27.095
MDA,2007,13.691
MCO,2007,11.483
MNG,2007,21.889
MNE,2007,12.7
MAR,2007,21.922
MOZ,2007,41.268
MMR,2007,20.373
NAM,2007,29.979
NRU,2007,30.408
NPL,2007,24.351
NLD,2007,11.1
NCL,2007,17.636
NZL,2007,15.15
NIC,2007,25.176
NER,2007,50.594
NGA,2007,42.897
MKD,2007,11.1
MNP,2007,24.231
NOR,2007,12.4
OMN,2007,19.909
PAK,2007,33.262
PLW,2007,13.741
PAN,2007,21.591
PNG,2007,31.921
PRY,2007,23.019
PER,2007,21.446
PHL,2007,27.0
POL,2007,10.2
PRT,2007,9.7
PRI,2007,11.86
QAT,2007,10.783
ROU,2007,10.3
RUS,2007,11.3
RWA,2007,38.833
WSM,2007,29.329
SMR,2007,9.4
STP,2007,38.915
SAU,2007,21.73
SEN,2007,37.272
SRB,2007,9.22
SYC,2007,17.6
SLE,2007,41.058
SGP,2007,10.3
SXM,2007,12.112
SVK,2007,10.1
SVN,2007,9.8
SLB,2007,33.944
SOM,2007,48.908
ZAF,2007,23.088
SSD,2007,42.307
ESP,2007,10.9
LKA,2007,18.81
KNA,2007,15.896
LCA,2007,14.773
MAF,2007,21.392
VCT,2007,16.589
SDN,2007,38.871
SUR,2007,21.569
SWE,2007,11.7
CHE,2007,9.9
SYR,2007,29.074
TJK,2007,29.927
TZA,2007,40.168
THA,2007,12.926
TLS,2007,34.046
TGO,2007,38.005
TON,2007,29.038
TTO,2007,14.372
TUN,2007,16.769
TUR,2007,18.4
TKM,2007,24.038
TCA,2007,17.155
TUV,2007,21.859
UGA,2007,44.524
UKR,2007,10.202
ARE,2007,11.127
GBR,2007,12.6
USA,2007,14.3
URY,2007,14.613
UZB,2007,22.233
VUT,2007,31.851
VEN,2007,21.512
VNM,2007,17.537
VIR,2007,16.4
PSE,2007,35.855
YEM,2007,37.529
ZMB,2007,43.178
ZWE,2007,35.651
AFE,2007,39.198574291596
AFW,2007,42.1041161109383
ARB,2007,28.4073640124997
CSS,2007,17.6667803593931
CEB,2007,10.2076348610633
EAR,2007,24.3482660496965
EAS,2007,14.167133789292
EAP,2007,14.7224001203398
TEA,2007,14.7336844931996
EMU,2007,10.3525069124433
ECS,2007,12.3347055105943
ECA,2007,16.8084226333886
TEC,2007,13.941262256551
EUU,2007,10.3781524146244
FCS,2007,36.7912183699902
HPC,2007,40.8646699198814
HIC,2007,11.8176020809103
IBD,2007,18.0434665844457
IBT,2007,22.241132774787
IDB,2007,36.8207227915745
IDX,2007,35.0996623190752
IDA,2007,35.7032819623142
LTE,2007,13.253868338809
LCN,2007,19.1318597756527
LAC,2007,19.2725820765612
TLA,2007,19.3739461426813
LDC,2007,36.3407532016837
LMY,2007,22.402911532754
LIC,2007,40.3276510202006
LMC,2007,26.8022509307884
MEA,2007,28.0141644684164
MNA,2007,28.6880879988125
TMN,2007,28.641479562607
MIC,2007,20.9698351374136
NAC,2007,14.0042451277975
INX,2007,
OED,2007,13.1225474872102
OSS,2007,20.6708414764083
PSS,2007,28.2532714384892
PST,2007,11.4888366894863
PRE,2007,42.1127151159812
SST,2007,20.9351838082528
SAS,2007,23.0668436153754
TSA,2007,23.0668436153754
SSF,2007,40.3804004625231
SSA,2007,40.4196534764125
TSS,2007,40.3804004625231
UMC,2007,15.3478088802027
WLD,2007,20.567677095151
AFG,2008,42.538
ALB,2008,12.209
DZA,2008,23.735
ASM,2008,23.625
AND,2008,10.46
AGO,2008,45.507
ATG,2008,16.994
ARG,2008,18.462
ARM,2008,13.3
ABW,2008,13.07
AUS,2008,14.0
AUT,2008,9.3
AZE,2008,17.4
BHS,2008,15.831
BHR,2008,16.186
BGD,2008,23.685
BRB,2008,12.756
BLR,2008,11.1
BEL,2008,11.9
BLZ,2008,23.683
BEN,2008,40.371
BMU,2008,11.469
BTN,2008,20.293
BOL,2008,26.441
BIH,2008,9.533
BWA,2008,28.396
BRA,2008,15.801
VGB,2008,10.7
BRN,2008,16.015
BGR,2008,10.4
BFA,2008,43.923
BDI,2008,46.656
CPV,2008,19.857
KHM,2008,25.88
CMR,2008,40.665
CAN,2008,11.5
CYM,2008,14.915
CAF,2008,42.457
TCD,2008,49.53
CHI,2008,10.5
CHL,2008,14.353
CHN,2008,12.14
COL,2008,18.191
COM,2008,34.099
COD,2008,44.011
COG,2008,38.0
CRI,2008,16.806
CIV,2008,40.474
HRV,2008,9.9
CUB,2008,10.911
CUW,2008,13.8
CYP,2008,11.987
CZE,2008,11.5
DNK,2008,11.8
DJI,2008,27.554
DMA,2008,14.668
DOM,2008,22.12
ECU,2008,22.501
EGY,2008,26.976
SLV,2008,20.045
GNQ,2008,39.005
ERI,2008,34.136
EST,2008,12.0
SWZ,2008,32.28
ETH,2008,38.886
FRO,2008,13.8
FJI,2008,23.293
FIN,2008,11.2
FRA,2008,12.9
PYF,2008,18.028
GAB,2008,32.617
GMB,2008,39.151
GEO,2008,14.697
DEU,2008,8.3
GHA,2008,32.789
GIB,2008,12.322
GRC,2008,10.7
GRL,2008,14.8
GRD,2008,16.674
GUM,2008,20.771
GTM,2008,28.678
GIN,2008,40.08
GNB,2008,39.348
GUY,2008,22.028
HTI,2008,28.283
HND,2008,27.525
HKG,2008,11.3
HUN,2008,9.9
ISL,2008,15.2
IND,2008,22.506
IDN,2008,20.511
IRN,2008,17.095
IRQ,2008,33.649
IRL,2008,16.7
IMN,2008,11.626
ISR,2008,21.5
ITA,2008,9.7
JAM,2008,16.734
JPN,2008,8.7
JOR,2008,28.707
KAZ,2008,22.714
KEN,2008,37.851
KIR,2008,30.831
PRK,2008,13.923
KOR,2008,9.4
XKX,2008,19.733
KWT,2008,19.956
KGZ,2008,23.9
LAO,2008,27.882
LVA,2008,11.2
LBN,2008,17.793
LSO,2008,29.642
LBR,2008,39.663
LBY,2008,23.437
LIE,2008,9.9
LTU,2008,9.9
LUX,2008,11.5
MAC,2008,8.7
MDG,2008,37.537
MWI,2008,42.564
MYS,2008,17.356
MDV,2008,20.904
MLI,2008,47.203
MLT,2008,9.8
MHL,2008,34.331
MRT,2008,39.074
MUS,2008,13.2
MEX,2008,20.82
FSM,2008,26.413
MDA,2008,14.256
MCO,2008,12.176
MNG,2008,23.899
MNE,2008,13.4
MAR,2008,21.859
MOZ,2008,42.277
MMR,2008,19.993
NAM,2008,30.265
NRU,2008,32.27
NPL,2008,23.729
NLD,2008,11.2
NCL,2008,17.345
NZL,2008,15.1
NIC,2008,24.893
NER,2008,50.172
NGA,2008,42.803
MKD,2008,11.2
MNP,2008,22.747
NOR,2008,12.7
OMN,2008,20.571
PAK,2008,33.583
PLW,2008,13.676
PAN,2008,21.426
PNG,2008,31.549
PRY,2008,22.989
PER,2008,20.908
PHL,2008,27.12
POL,2008,10.9
PRT,2008,9.9
PRI,2008,11.79
QAT,2008,11.226
ROU,2008,10.8
RUS,2008,12.0
RWA,2008,37.643
WSM,2008,29.769
SMR,2008,11.0
STP,2008,38.468
SAU,2008,21.314
SEN,2008,37.344
SRB,2008,9.4
SYC,2008,17.8
SLE,2008,40.589
SGP,2008,10.2
SXM,2008,13.124
SVK,2008,10.7
SVN,2008,10.8
SLB,2008,33.847
SOM,2008,48.763
ZAF,2008,24.33
SSD,2008,41.624
ESP,2008,11.3
LKA,2008,18.204
KNA,2008,15.58
LCA,2008,14.55
MAF,2008,20.483
VCT,2008,17.126
SDN,2008,38.392
SUR,2008,21.338
SWE,2008,11.9
CHE,2008,10.0
SYR,2008,30.464
TJK,2008,30.57
TZA,2008,39.579
THA,2008,12.525
TLS,2008,33.097
TGO,2008,37.953
TON,2008,28.717
TTO,2008,14.287
TUN,2008,17.008
TUR,2008,18.2
TKM,2008,24.442
TCA,2008,16.434
TUV,2008,21.685
UGA,2008,43.784
UKR,2008,11.014
ARE,2008,9.999
GBR,2008,12.9
USA,2008,14.0
URY,2008,14.449
UZB,2008,23.155
VUT,2008,32.495
VEN,2008,21.058
VNM,2008,17.664
VIR,2008,15.8
PSE,2008,33.887
YEM,2008,36.918
ZMB,2008,42.632
ZWE,2008,36.361
AFE,2008,38.9724856893111
AFW,2008,41.9105788683142
ARB,2008,28.3600440415312
CSS,2008,17.5743616907388
CEB,2008,10.7450559900911
EAR,2008,24.1025275311294
EAS,2008,14.1405032143089
EAP,2008,14.7019205282667
TEA,2008,14.7120509239342
EMU,2008,10.5287315640381
ECS,2008,12.7096249172737
ECA,2008,17.2432113945963
TEC,2008,14.5017319762923
EUU,2008,10.6244976753996
FCS,2008,36.648277124411
HPC,2008,40.4203384845579
HIC,2008,11.9143812526722
IBD,2008,17.9743578469634
IBT,2008,22.1804029693971
IDB,2008,36.9311607320553
IDX,2008,34.7034100540739
IDA,2008,35.4865843651586
LTE,2008,13.3107350342136
LCN,2008,18.8735333790398
LAC,2008,19.0011568945132
TLA,2008,19.0880654888619
LDC,2008,35.883675504088
LMY,2008,22.322739987681
LIC,2008,40.137748648442
LMC,2008,26.5656992460284
MEA,2008,28.0987768503555
MNA,2008,28.8340714734558
TMN,2008,28.8010167783765
MIC,2008,20.8756034167929
NAC,2008,13.753179221073
INX,2008,
OED,2008,13.0968248293709
OSS,2008,20.6088167481386
PSS,2008,28.1394073825644
PST,2008,11.5288168879097
PRE,2008,41.8183867277659
SST,2008,20.861717661563
SAS,2008,22.5902318467548
TSA,2008,22.5902318467548
