Series Name,Series Code,Country Name,Country Code,1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Colombia,COL,..,..,..,..,..,..,..,79.0934371948242,..,81.1554718017578,..,86.3882904052734,90.4880218505859,94.4033432006836,97.2881469726562,98.2433624267578,102.675201416016,104.365089416504,105.441833496094,101.408042907715,102.072303771973,101.245910644531,101.232261657715,101.674926757812,102.081871032715,102.91561126709,104.421806335449,103.599342346191,105.227256774902,103.587738037109,..,..,..
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Comoros,COM,..,..,..,..,..,..,27.9826793670654,..,..,31.1893806457519,34.5227088928223,36.0644111633301,..,..,..,..,..,..,..,..,60.1044710048694,63.5484732484643,..,..,59.3382174230061,64.5565253389451,..,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,"Congo, Dem. Rep.",COD,15.2981195449829,15.686710357666,20.6602993011475,..,..,..,..,..,..,..,..,..,..,..,23.2989292144775,25.5026206970215,26.7931995391846,26.997859954834,28.7195892333984,28.7509708404541,29.3779392242432,31.4399604797363,32.7438697814941,..,..,..,..,..,42.9527015686035,..,..,..,..
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,"Congo, Rep.",COG,..,..,..,41.7246208190918,..,..,..,..,..,31.5139694213867,30.9671497344971,39.0756301879883,..,..,..,..,..,..,..,46.8735198974609,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Costa Rica,CRI,..,..,..,..,..,..,..,61.5272789001465,65.6123123168945,67.3832092285156,..,79.4942398071289,80.8845825195312,88.0462265014648,88.5167999267578,90.038932800293,96.3420486450195,99.3017730712891,101.516792297363,105.142471313477,111.334037780762,117.044647216797,117.688652038574,120.720222473145,125.053909301758,129.916809082031,137.081527709961,137.818099975586,146.792526245117,138.920425415039,130.602096557617,..,..
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Cote d'Ivoire,CIV,..,..,..,..,..,..,14.5966100692749,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.3625665088411,37.982068610823,40.5872787120579,43.9337901584799,46.3947128556196,49.4831223999723,51.9265625097734,54.4109890656109,52.166846663702,63.094766197367,64.4785040152839,..
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Croatia,HRV,..,..,..,..,..,..,..,..,95.7922592163086,95.9384307861328,96.3225402832031,..,100.796699523926,100.721687316895,100.733200073242,100.755500793457,100.785598754883,102.289459228516,101.10627746582,101.08341217041,103.140029907227,103.976387023926,104.907768249512,105.486587524414,106.282768249512,107.253150939941,107.940246582031,108.669891357422,108.876899719238,108.496017456055,108.546096801758,..,..
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Cuba,CUB,94.5967330932617,88.4097213745117,84.5700073242188,85.4475631713867,87.467399597168,..,82.5570678710938,84.1651306152344,86.8774185180664,88.5356063842773,91.2225875854492,92.1042175292969,93.3225631713867,94.1421432495117,93.2863693237305,92.9718399047852,91.8882904052734,91.8081243138248,91.5008008947274,90.8615314533005,90.8856536605418,96.875305891987,97.5443944674153,99.2363989742163,99.8315436409602,100.943717956543,101.62084197998,102.091444168153,99.8342771913984,104.243159338676,96.3481332918381,92.6143549896492,..
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.2323376007587,..,..,..,..,..,..,139.717813051146,..,..,128.630460448642,..,..
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Cyprus,CYP,..,..,..,..,..,..,..,94.4401092529297,93.900146484375,97.9807815551758,98.4973907470703,97.8886032104492,95.3425979614258,94.5044784545898,94.3996505737305,93.5492401123047,92.990852355957,91.9940032958984,93.5325469970703,96.1862869262695,98.5265274047852,99.4556884765625,99.4092102050781,98.4232330322266,99.5304489135742,98.9669723510742,99.23193359375,99.8345031738281,101.567436218262,103.528419494629,102.089820861816,..,..
